taxon_name,habitat,source_id
Teucrium teucriiflorum,shrubland,Clarke_2015
Spyridium subochreatum,shrubland,Clarke_2015
Spyridium vexilliferum,shrubland,Clarke_2015
Stylobasium spathulatum,shrubland,Clarke_2015
Styphelia intertexta,shrubland,Clarke_2015
Templetonia smithiana,shrubland,Clarke_2015
Westringia cephalantha,shrubland,Clarke_2015
Westringia rigida,shrubland,Clarke_2015; Thomas_2017
Calandrinia eremaea,shrubland woodland,Dwyer_2017; Fonseca_2000; Tsakalos_2020
Isoetopsis graminifolia,shrubland woodland,Dwyer_2017; Fonseca_2000
Omphalolappula concava,shrubland woodland,Dwyer_2017; Fonseca_2000
Ptilotus gaudichaudii,shrubland woodland,Dwyer_2017; Fonseca_2000
Aira cupaniana,shrubland woodland,Dwyer_2017; Tsakalos_2020
Aristida contorta,shrubland woodland,Dwyer_2017; Jurado_1991; Tsakalos_2020; Vesk_2004
Austrostipa macalpinei,shrubland woodland,Dwyer_2017; Harvey_2017; Tsakalos_2020
Borya sphaerocephala,shrubland woodland,Dwyer_2017; Harvey_2017; Tsakalos_2020
Bulbine semibarbata,shrubland woodland,Dwyer_2017; Fonseca_2000; Tsakalos_2020
Calandrinia corrigioloides,shrubland woodland,Dwyer_2017; Tsakalos_2020
Centrolepis drummondiana,shrubland woodland,Dwyer_2017; Tsakalos_2020
Chamaescilla versicolor,shrubland woodland,Dwyer_2017; Tsakalos_2020
Dampiera lavandulacea,shrubland woodland,Dwyer_2017; Harvey_2017; Tsakalos_2020
Echium plantagineum,shrubland woodland,Dwyer_2017; Tsakalos_2020
Ehrharta longiflora,shrubland woodland,Dwyer_2017; Tsakalos_2020
Erodium aureum,shrubland woodland,Dwyer_2017; Tsakalos_2020
Gnephosis tenuissima,shrubland woodland,Dwyer_2017; Tsakalos_2020
Gonocarpus nodulosus,shrubland woodland,Dwyer_2017; Tsakalos_2020
Goodenia berardiana,shrubland woodland,Dwyer_2017; Harvey_2017; Tsakalos_2020
Mesembryanthemum crystallinum,shrubland woodland,Dwyer_2017; Tsakalos_2020
Monoculus monstrosus,shrubland woodland,Dwyer_2017; Tsakalos_2020
Pheladenia deformis,shrubland woodland,Dwyer_2017; Tsakalos_2020
Podolepis capillaris,shrubland woodland,Dwyer_2017; Tsakalos_2020
Podotheca gnaphalioides,shrubland woodland,Dwyer_2017; Tsakalos_2020
Ptilotus declinatus,shrubland woodland,Dwyer_2017; Tsakalos_2020
Rhodanthe citrina,shrubland woodland,Dwyer_2017; Tsakalos_2020
Schoenus nanus,shrubland woodland,Dwyer_2017; Tsakalos_2020
Thysanotus manglesianus,shrubland woodland,Dwyer_2017; Tsakalos_2020
Thysanotus rectantherus,shrubland woodland,Dwyer_2017; Tsakalos_2020
Trachymene pilosa,shrubland woodland,Dwyer_2017; Tsakalos_2020
Trifolium hirtum,shrubland woodland,Dwyer_2017; Tsakalos_2020
Urospermum picroides,shrubland woodland,Dwyer_2017; Tsakalos_2020
Zaluzianskya divaricata,shrubland woodland,Dwyer_2017; Tsakalos_2020
Acacia auronitens,shrubland woodland,Enright_2014; Tsakalos_2020
Acacia cavealis,shrubland woodland,Enright_2014; Tsakalos_2020
Acacia latipes,shrubland,Enright_2014
Andersonia lehmanniana,shrubland,Enright_2014; Wilson_2004
Babingtonia grandiflora,shrubland woodland,Enright_2014; Tsakalos_2020
Banksia elegans,shrubland woodland,Enright_2014; Jordan_2020; Tsakalos_2020; Wilson_2004
Banksia tortifolia,shrubland woodland,Enright_2014; Tsakalos_2020
Calytrix chrysantha,shrubland woodland,Enright_2014; Tsakalos_2020
Calytrix eneabbensis,shrubland woodland,Enright_2014; Tsakalos_2020
Calytrix sapphirina,shrubland woodland,Enright_2014; Tsakalos_2020; Wilson_2004
Calytrix sp. [Calytrix; Enright_2014],shrubland,Enright_2014
Conospermum boreale,shrubland,Enright_2014
Conostephium preissii,shrubland woodland,Enright_2014; Tsakalos_2020
Cristonia biloba,shrubland woodland,Enright_2014; Tsakalos_2020
Cryptandra mutila,shrubland woodland,Enright_2014; Tsakalos_2020
Cryptandra myriantha,shrubland woodland,Enright_2014; Tsakalos_2020
Rhamnaceae sp. [Cryptandra or Mirbelia sp.; Enright_2014],shrubland,Enright_2014
Cryptandra sp. [Cryptandra; Enright_2014],shrubland,Enright_2014
Daviesia sp. [Daviesia sp.; Enright_2014],shrubland,Enright_2014
Eremaea asterocarpa,shrubland,Enright_2014
Eremaea ectadioclada,shrubland woodland,Enright_2014; Tsakalos_2020
Grevillea polybotrya,shrubland woodland,Enright_2014; Tsakalos_2020
Grevillea sp. [Grevillea sp.; Enright_2014],shrubland,Enright_2014
Grevillea thelemanniana,shrubland,Enright_2014
Hypocalymma sp. [Hypocalymma sp.; Enright_2014],shrubland,Enright_2014
Leucopogon leptanthus,shrubland woodland,Enright_2014; Tsakalos_2020
Leucopogon planifolius,shrubland woodland,Enright_2014; Harvey_2017; Tsakalos_2020
Leucopogon inflexus,shrubland woodland,Enright_2014; Tsakalos_2020
Styphelia filifolia,shrubland woodland,Enright_2014; Tsakalos_2020
Leucopogon sp. Northern ciliate (R.Davis 3393),shrubland woodland,Enright_2014; Tsakalos_2020
Leucopogon prolatus,shrubland woodland,Enright_2014; Tsakalos_2020
Logania sp. [Logania sp.; Enright_2014],shrubland,Enright_2014
Macarthuria australis,shrubland woodland,Enright_2014; Tsakalos_2020
Melaleuca aspalathoides,shrubland woodland,Enright_2014; Tsakalos_2020
Melaleuca trichophylla,shrubland woodland,Enright_2014; Tsakalos_2020
Monotaxis grandiflora,shrubland,Enright_2014
Olearia sp. [Olearia sp.; Enright_2014],shrubland,Enright_2014
Petrophile megalostegia,shrubland woodland,Enright_2014; Tsakalos_2020
Pimelea floribunda,shrubland woodland,Enright_2014; Tsakalos_2020
Pimelea sp. [Pimelea sp.; Enright_2014],shrubland,Enright_2014
Scholtzia chapmanii,shrubland,Enright_2014
Scholtzia laxiflora,shrubland woodland,Enright_2014; Tsakalos_2020
Scholtzia umbellifera,shrubland woodland,Enright_2014; Tsakalos_2020
Stachystemon axillaris,shrubland woodland,Enright_2014; Tsakalos_2020
Thryptomene racemulosa,shrubland woodland,Enright_2014; Tsakalos_2020
Verticordia argentea,shrubland woodland,Enright_2014; Tsakalos_2020
Verticordia aurea,shrubland woodland,Enright_2014; Tsakalos_2020
Verticordia monadelpha,shrubland,Enright_2014
Verticordia sp. [Verticordia sp.; Enright_2014],shrubland,Enright_2014
Acacia brachystachya,shrubland,Fonseca_2000
Acacia cana,shrubland,Fonseca_2000
Acacia conferta,shrubland,Fonseca_2000
Alyssum linifolium,shrubland woodland,Fonseca_2000
Amyema lucasii,shrubland,Fonseca_2000
Aristida obscura,shrubland woodland,Fonseca_2000; Jurado_1991
Aristida sp. [Fonseca_2000],shrubland,Fonseca_2000
Astrebla lappacea,shrubland,Fonseca_2000
Atriplex acutibractea,shrubland,Fonseca_2000
Atriplex eardleyae,shrubland,Fonseca_2000
Atriplex leptocarpa,shrubland woodland,Fonseca_2000
Atriplex pseudocampanulata,shrubland woodland,Fonseca_2000
Bossiaea walkeri,shrubland woodland,Fonseca_2000; Vesk_2004; Vesk_2019; Westoby_2014; Wright_2002
Bulbine sp. [Fonseca_2000],shrubland,Fonseca_2000
Calotis inermis,shrubland,Fonseca_2000
Casuarina pauper,shrubland,Fonseca_2000; Westoby_2014
Euphorbia drummondii,shrubland woodland,Fonseca_2000; Jurado_1991
Cheilanthes tenuifolia,shrubland woodland,Fonseca_2000; Vesk_2004; Vesk_2019
Chenopodiaceae sp. [Fonseca_2000],shrubland,Fonseca_2000
Chenopodium curvispicatum,shrubland,Fonseca_2000
Chenopodium desertorum,shrubland woodland,Fonseca_2000; Vesk_2004; Vesk_2019
Chloris pectinata,shrubland woodland,Fonseca_2000; Jurado_1991
Citrullus colocynthis,shrubland woodland,Fonseca_2000; Jurado_1991
Stenanthemum leucophractum,shrubland,Fonseca_2000
Cuphonotus humistratus,shrubland,Fonseca_2000
Danthonia sp. [Fonseca_2000],shrubland,Fonseca_2000
Digitaria sp. [Fonseca_2000],shrubland,Fonseca_2000
Dissocarpus biflorus,shrubland,Fonseca_2000
Dodonaea filifolia,shrubland,Fonseca_2000
Dodonaea peduncularis,shrubland,Fonseca_2000
Eragrostis microcarpa,shrubland,Fonseca_2000
Eragrostis sp. [Fonseca_2000],shrubland woodland,Fonseca_2000
Philotheca linearis,shrubland,Fonseca_2000
Euphorbia stevenii,shrubland,Fonseca_2000
Fabaceae sp. [Fonseca_2000],shrubland woodland,Fonseca_2000
Goodenia cycloptera,shrubland,Fonseca_2000
Goodenia willisiana,shrubland,Fonseca_2000
Hakea tephrosperma,shrubland woodland,Fonseca_2000; Grootemaat_2015; Grootemaat_2017_2; Hughes_2005; Onoda_2010; Pickup_2005; Vesk_2004; Vesk_2019; Wright_2002; Zanne_2007
Halgania cyanea,shrubland,Fonseca_2000; Thomas_2017
Heliotropium sp. [Fonseca_2000],shrubland,Fonseca_2000
Hyalosperma semisterile,shrubland,Fonseca_2000
Lysiana exocarpi,shrubland woodland,Fonseca_2000; Stewart_1995
Maireana appressa,shrubland,Fonseca_2000
Maireana astrotricha,shrubland,Fonseca_2000
Maireana pentatropis,shrubland,Fonseca_2000
Maireana sp. [Fonseca_2000],shrubland,Fonseca_2000
Maireana villosa,shrubland,Fonseca_2000
Malacocera tricornis,shrubland,Fonseca_2000
Marsilea sp. [Fonseca_2000],shrubland,Fonseca_2000
Nitraria billardierei,shrubland,Fonseca_2000
Pimelea trichostachya,shrubland,Fonseca_2000
Rhagodia ulicina,shrubland,Fonseca_2000
Rhodanthe floribunda,shrubland woodland,Fonseca_2000; Jurado_1991
Rhodanthe polygalifolia,shrubland,Fonseca_2000
Rutidosis helichrysoides,shrubland woodland,Fonseca_2000; Jurado_1991
Sclerolaena decurrens,shrubland,Fonseca_2000
Sclerolaena divaricata,shrubland,Fonseca_2000
Sclerolaena eriacantha,shrubland,Fonseca_2000
Sclerolaena obliquicuspis,shrubland woodland,Fonseca_2000; Moles_2011
Sclerolaena patenticuspis,shrubland,Fonseca_2000
Sclerolaena sp. [Fonseca_2000],shrubland,Fonseca_2000
Sida cunninghamii,shrubland woodland,Fonseca_2000; Vesk_2004; Vesk_2019
Sida intricata,shrubland,Fonseca_2000
Sida sp. limestone (D.E.Albrecht 5748),shrubland,Fonseca_2000
Sida sp. [Fonseca_2000],shrubland,Fonseca_2000
Solanum coactiliferum,shrubland,Fonseca_2000
Solanum ferocissimum,shrubland woodland,Fonseca_2000; Vesk_2004; Vesk_2019; Wright_2002
Solanum lacunarium,shrubland,Fonseca_2000
Solanum petrophilum,shrubland,Fonseca_2000
Solanum quadriloculatum,shrubland woodland,Fonseca_2000; Jurado_1991; Stewart_1995
Stipa sp. [Fonseca_2000],shrubland woodland,Fonseca_2000
Templetonia aculeata,shrubland,Fonseca_2000
Teucrium racemosum,shrubland,Fonseca_2000
Triodia scariosa,shrubland,Fonseca_2000; Grootemaat_2015; Grootemaat_2017_2; Wright_2002
Vittadinia sp. [Fonseca_2000],shrubland,Fonseca_2000
Brachyscome triloba,shrubland woodland,Fonseca_2000; Vesk_2004; Vesk_2019
Roepera glauca,shrubland,Fonseca_2000
Zygophyllum sp. [Fonseca_2000],shrubland,Fonseca_2000
Austrostipa flavescens,shrubland woodland,Funk_2016; Tsakalos_2020
Clematis linearifolia,shrubland woodland,Funk_2016; Tsakalos_2020
Ehrharta calycina,shrubland woodland,Funk_2016; Tsakalos_2020
Lupinus cosentinii,shrubland woodland,Funk_2016; Tsakalos_2020
Mesomelaena pseudostygia,shrubland woodland,Funk_2016; Tsakalos_2020
Pelargonium capitatum,shrubland woodland,Funk_2016; Tsakalos_2020
Acacia havilandiorum,shrubland woodland,Grootemaat_2015; Grootemaat_2017_2; Hughes_2005; Onoda_2010; Pickup_2005; Westoby_2003; Westoby_2014; Wright_2002; Zanne_2007
Gastrolobium parviflorum,shrubland woodland,Harvey_2017; Read_2005
Acacia lasiocarpa var. sedifolia,shrubland woodland,Harvey_2017; Tsakalos_2020
Allocasuarina huegeliana,shrubland woodland,Harvey_2017; Tsakalos_2020
Austrostipa hemipogon,shrubland woodland,Harvey_2017; Tsakalos_2020
Austrostipa variabilis,shrubland woodland,Harvey_2017; Tsakalos_2020
Caladenia flava subsp. flava,shrubland woodland,Harvey_2017; Tsakalos_2020
Conostylis setigera subsp. setigera,shrubland woodland,Harvey_2017; Tsakalos_2020
Desmocladus fasciculatus,shrubland woodland,Harvey_2017; Tsakalos_2020
Elythranthera brunonis,shrubland woodland,Harvey_2017; Tsakalos_2020; Wilson_2004
Gahnia australis,shrubland woodland,Harvey_2017; Tsakalos_2020
Glischrocaryon aureum,shrubland woodland,Harvey_2017; Tsakalos_2020
Goodenia coerulea,shrubland woodland,Harvey_2017; Tsakalos_2020
Gyrostemon subnudus,shrubland woodland,Harvey_2017; Tsakalos_2020
Haemodorum simplex,shrubland woodland,Harvey_2017; Tsakalos_2020
Isotropis cuneifolia subsp. cuneifolia,shrubland woodland,Harvey_2017; Tsakalos_2020
Jacksonia restioides,shrubland woodland,Harvey_2017; Tsakalos_2020
Laxmannia omnifertilis,shrubland woodland,Harvey_2017; Tsakalos_2020
Laxmannia ramosa subsp. ramosa,shrubland woodland,Harvey_2017; Tsakalos_2020
Laxmannia squarrosa,shrubland woodland,Harvey_2017; Tsakalos_2020
Lepidosperma leptostachyum,shrubland woodland,Harvey_2017; Tsakalos_2020
Lepidosperma tuberculatum,shrubland woodland,Harvey_2017; Tsakalos_2020
Leporella fimbriata,shrubland woodland,Harvey_2017; Tsakalos_2020
Lomandra caespitosa,shrubland woodland,Harvey_2017; Tsakalos_2020
Lomandra micrantha subsp. micrantha,shrubland woodland,Harvey_2017; Tsakalos_2020
Marianthus erubescens,shrubland woodland,Harvey_2017; Tsakalos_2020
Opercularia vaginata,shrubland woodland,Harvey_2017; Tsakalos_2020
Pterostylis recurva,shrubland woodland,Harvey_2017; Tsakalos_2020
Pterostylis vittata,shrubland woodland,Harvey_2017; Tsakalos_2020
Ptilotus manglesii,shrubland woodland,Harvey_2017; Tsakalos_2020
Schoenus subflavus,shrubland woodland,Harvey_2017; Tsakalos_2020
Solanum oldfieldii,shrubland woodland,Harvey_2017; Read_2005; Tsakalos_2020
Sowerbaea laxiflora,shrubland woodland,Harvey_2017; Tsakalos_2020
Stylidium eriopodum,shrubland woodland,Harvey_2017; Tsakalos_2020
Stylidium petiolare,shrubland woodland,Harvey_2017; Tsakalos_2020
Trichocline spathulata,shrubland woodland,Harvey_2017; Tsakalos_2020
Tripterococcus brunonis,shrubland woodland,Harvey_2017; Tsakalos_2020
Xanthorrhoea drummondii,shrubland woodland,Harvey_2017; Tsakalos_2020
Olearia decurrens,shrubland,Hughes_2005; Pickup_2005; Wright_2002
Philotheca difformis,shrubland woodland,Hughes_2005; Onoda_2010; Pickup_2005; Westoby_2003; Wright_2002; Zanne_2007
Eucalyptus ebbanoensis subsp. ebbanoensis,shrubland woodland,Jagdish_2020; Schulze_2014
Banksia aculeata,shrubland,Jordan_2020
Banksia acuminata,shrubland,Jordan_2020
Banksia arctotidis,shrubland,Jordan_2020
Banksia ashbyi,shrubland,Jordan_2020
Banksia audax,shrubland,Jordan_2020
Banksia bella,shrubland,Jordan_2020
Banksia benthamiana,shrubland,Jordan_2020
Banksia biterax,shrubland,Jordan_2020
Banksia calophylla,shrubland,Jordan_2020
Banksia comosa,shrubland,Jordan_2020
Banksia concinna,shrubland,Jordan_2020
Banksia conferta,shrubland,Jordan_2020
Banksia cuneata,shrubland woodland,Jordan_2020
Banksia cynaroides,shrubland,Jordan_2020
Banksia densa,shrubland,Jordan_2020
Banksia drummondii,shrubland,Jordan_2020
Banksia dryandroides,shrubland woodland,Jordan_2020
Banksia elderiana,shrubland,Jordan_2020
Banksia falcata,shrubland,Jordan_2020
Banksia foliolata,shrubland,Jordan_2020
Banksia fraseri,shrubland,Jordan_2020
Banksia grossa,shrubland woodland,Jordan_2020; Tsakalos_2020
Banksia heliantha,shrubland,Jordan_2020
Banksia hewardiana,shrubland,Jordan_2020
Banksia incana,shrubland woodland,Jordan_2020; Tsakalos_2020
Banksia kippistiana,shrubland,Jordan_2020
Banksia laevigata,shrubland,Jordan_2020
Banksia lanata,shrubland woodland,Jordan_2020; Tsakalos_2020
Banksia lemanniana,shrubland woodland,Jordan_2020
Banksia lindleyana,shrubland,Jordan_2020
Banksia mimica,shrubland,Jordan_2020
Banksia mucronulata,shrubland,Jordan_2020
Banksia nana,shrubland woodland,Jordan_2020; Tsakalos_2020
Banksia nobilis,shrubland,Jordan_2020
Banksia obtusa,shrubland,Jordan_2020
Banksia oreophila,shrubland,Jordan_2020
Banksia pilostylis,shrubland woodland,Jordan_2020
Banksia plumosa,shrubland,Jordan_2020
Banksia polycephala,shrubland,Jordan_2020
Banksia prolata,shrubland,Jordan_2020
Banksia proteoides,shrubland,Jordan_2020; Read_2005
Banksia pteridifolia,shrubland,Jordan_2020
Banksia pulchella,shrubland,Jordan_2020
Banksia rufa,shrubland,Jordan_2020
Banksia seneciifolia,shrubland,Jordan_2020
Banksia serra,shrubland,Jordan_2020
Banksia serratuloides,shrubland,Jordan_2020
Banksia solandri,shrubland woodland,Jordan_2020
Banksia squarrosa,shrubland,Jordan_2020
Banksia stuposa,shrubland,Jordan_2020
Banksia tenuis,shrubland,Jordan_2020
Banksia tricuspis,shrubland,Jordan_2020
Banksia undata,shrubland,Jordan_2020
Banksia victoriae,shrubland,Jordan_2020
Banksia telmatiaea,shrubland woodland,Jordan_2020; Tsakalos_2020
Senna artemisioides subsp. zygophylla,shrubland woodland,Jurado_1991; Stewart_1995; Thomas_2017
Eragrostis dielsii,shrubland woodland,Jurado_1991; Tsakalos_2020
Hakea adnata,shrubland,Lamont_2002
Hakea bicornata,shrubland,Lamont_2002
Hakea pandanicarpa subsp. pandanicarpa,shrubland,Lamont_2002
Hakea scoparia subsp. trycherica,shrubland,Lamont_2002
Callitris arenaria,shrubland woodland,Mitchell_2008; Tsakalos_2020
Eucalyptus cosmophylla,shrubland,Moles_2011
Eucalyptus oleosa,shrubland,Moles_2011; Thomas_2017
Roepera eremaea,shrubland,Moles_2011
Ozothamnus tuckeri,shrubland,Pickup_2005
Banksia armata var. ignicida,shrubland,Read_2005
Banksia nobilis subsp. nobilis,shrubland,Read_2005
Banksia rufa subsp. tutanningensis,shrubland,Read_2005
Banksia sessilis var. sessilis,shrubland,Read_2005
Banksia sphaerocarpa var. caesia,shrubland,Read_2005
Beaufortia incana,shrubland,Read_2005
Boronia capitata subsp. capitata,shrubland,Read_2005
Daviesia rhombifolia,shrubland,Read_2005
Eremaea pauciflora var. pauciflora,shrubland woodland,Read_2005; Tsakalos_2020
Eucalyptus drummondii,shrubland woodland,Read_2005; Tsakalos_2020
Eucalyptus pachyloma,shrubland,Read_2005
Grevillea leptobotrys,shrubland,Read_2005
Hibbertia rupicola,shrubland woodland,Read_2005
Isopogon dubius,shrubland woodland,Read_2005; Tsakalos_2020
Jacksonia sp. [Read_2005],shrubland,Read_2005
Leucopogon blakei,shrubland,Read_2005
Amyema miraculosa,shrubland,Richards_2021
Eucalyptus sp. [Eucalpytus sp5; Richards_2001],shrubland,Richards_2021
Eucalyptus sp. [Eucalyptus sp6; Richards_2001],shrubland,Richards_2021
Eucalyptus behriana,shrubland,Roderick_1999
"Acacia sp. [Acacia  1, bubble; Schulze_2014]",shrubland,Schulze_2014
"Acacia sp. [Acacia  3, semiprickly; Schulze_2014]",shrubland,Schulze_2014
"Acacia sp. [Acacia antenna, aireal; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [blue leaf; Schulze_2014],shrubland woodland,Schulze_2014
"Acacia sp. [blue legume, broome-like; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [Acacia bungle linear; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia bungle minniritchi bark; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia bushy; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [falcate leaf; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia fine phylloids; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia gidgee; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia green gidgee; Schulze_2014],shrubland woodland,Schulze_2014
Acacia sp. [Acacia green; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia Grevillea-like; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia  in Euc; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia  in flower; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [leafy; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia linear 1 (same as 33.1); Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia  linear 1; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia linear acuminata; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia  linear; Schulze_2014],shrubland woodland,Schulze_2014
"Acacia sp. [Acacia linear, terete; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [Acacia long & narrow leaf; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia long leaf; Schulze_2014],shrubland,Schulze_2014
Acacia minniritchi,shrubland,Schulze_2014
Acacia sp. [Acacia needle; Schulze_2014],shrubland woodland,Schulze_2014
"Acacia sp. [Acacia oval leaf, friendly?; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [Acacia  pindanica; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia prickly; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia shrub linear; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia shrub oval; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sickle leaf; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia silvery new growth; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 1; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 2; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 3; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 4; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia strap leaf; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia  waxy; Schulze_2014],shrubland,Schulze_2014
Acacia andrewsii,shrubland,Schulze_2014
Acacia aneura var. aneura,shrubland,Schulze_2014
Acacia caesaneura,shrubland,Schulze_2014
Acacia pteraneura,shrubland,Schulze_2014
Acacia incurvaneura,shrubland,Schulze_2014
Acacia citriodora,shrubland,Schulze_2014
Acacia coolgardiensis,shrubland,Schulze_2014
Acacia effusifolia,shrubland,Schulze_2014
Acacia coriacea subsp. coriacea,shrubland,Schulze_2014
Acacia cuthbertsonii subsp. cuthbertsonii,shrubland,Schulze_2014
Acacia cuthbertsonii subsp. linearis,shrubland,Schulze_2014
Acacia eriopoda,shrubland,Schulze_2014
Acacia idiomorpha,shrubland,Schulze_2014
Acacia latipes subsp. latipes,shrubland woodland,Schulze_2014; Tsakalos_2020
Acacia multispicata,shrubland woodland,Schulze_2014; Tsakalos_2020
Acacia neurophylla subsp. erugata,shrubland,Schulze_2014
Acacia pyrifolia,shrubland woodland,Schulze_2014
Acacia resinimarginea,shrubland,Schulze_2014
Acacia rhodophloia,shrubland,Schulze_2014
Acacia sclerosperma subsp. sclerosperma,shrubland,Schulze_2014
Acacia sibina,shrubland,Schulze_2014
Acacia signata,shrubland,Schulze_2014
Acacia sp. [Acacia grey mulga sp. 1 at Mulga site; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia grey mulga sp. 2; Schulze_2014],shrubland,Schulze_2014
"Acacia sp. [Acacia sp. 1 at Sand after Lake Barlee, 1-2 yrs after burn site; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [Acacia sp. 1 at Sand with Casuarina site; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 1 minniritchi bark; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 2 at Kalbarri NP Ranger track site; Schulze_2014],shrubland,Schulze_2014
"Acacia sp. [Acacia sp. 2 at Sand after Lake Barlee, 1-2 yrs after burn site; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [Acacia sp. 2 at Sand with Casuarina site; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 2 at Spinifex grassland site; Schulze_2014],shrubland,Schulze_2014
Acacia sp. [Acacia sp. 2 minniritchi bark; Schulze_2014)],shrubland,Schulze_2014
"Acacia sp. [Acacia sp. 3 at Sand with Casuarina site, phylloclade; Schulze_2014]",shrubland,Schulze_2014
Acacia sp. [Acacia sp. 4 at Sand with Casuarina site; Schulze_2014],shrubland,Schulze_2014
"Acacia sp. [Acacia sp. 4, site unknown; Schulze_2014]",shrubland,Schulze_2014
Acacia stellaticeps,shrubland,Schulze_2014
Acacia chamaeleon,shrubland,Schulze_2014
Acacia trachycarpa,shrubland,Schulze_2014
Acacia tumida var. tumida,shrubland woodland,Schulze_2014
Acacia xiphophylla,shrubland,Schulze_2014
Cassia,shrubland,Schulze_2014
Corymbia lenziana,shrubland,Schulze_2014
Eucalyptus sp. [Eucalyptus new formanii; Schulze_2014],shrubland,Schulze_2014
Eucalyptus horistes [Eucalyptus new horistes; Schulze_2014],shrubland,Schulze_2014
Eucalyptus sp. [Eucalyptus new; Schulze_2014],shrubland,Schulze_2014
Eucalyptus cometae-vallis,shrubland woodland,Schulze_2014
Eucalyptus concinna,shrubland woodland,Schulze_2014
Eucalyptus corrugata,shrubland woodland,Schulze_2014
Eucalyptus ebbanoensis,shrubland woodland,Schulze_2014
Eucalyptus eudesmioides,shrubland woodland,Schulze_2014
Eucalyptus ewartiana,shrubland woodland,Schulze_2014
Eucalyptus gittinsii subsp. gittinsii,shrubland woodland,Schulze_2014
Eucalyptus gittinsii,shrubland woodland,Schulze_2014
Eucalyptus leptopoda subsp. subluta,shrubland woodland,Schulze_2014
Eucalyptus x [Eucalyptus leptopoda x oldfieldii hybrid swarm; Schulze_2014],shrubland,Schulze_2014
Eucalyptus leptopoda,shrubland,Schulze_2014
Eucalyptus longissima,shrubland woodland,Schulze_2014
Eucalyptus loxophleba subsp. supralaevis,shrubland woodland,Schulze_2014
Eucalyptus oldfieldii,shrubland woodland,Schulze_2014
Eucalyptus pruinosa subsp. pruinosa,shrubland woodland,Schulze_2014
Bauhinia sp. [NA Bauhinia?; Schulze_2014],shrubland,Schulze_2014
Fabaceae sp. [NA pea plant; Schulze_2014],shrubland,Schulze_2014
Fabaceae sp. [NA Pea plant; Schulze_2014],shrubland,Schulze_2014
Senna sp. [Senna big leaf; Schulze_2014],shrubland,Schulze_2014
Senna sp. [Senna shrub; Schulze_2014],shrubland,Schulze_2014
Senna ferraria,shrubland,Schulze_2014
Senna glutinosa subsp. chatelainiana,shrubland,Schulze_2014
"Senna sp. [Senna sp. 1 at Mt. Nameless, 1120m site; Schulze_2014]",shrubland,Schulze_2014
Senna sp. [Senna sp. 1 at Plateau on quartzite site; Schulze_2014],shrubland,Schulze_2014
"Senna sp. [Senna sp. 1 at Road intersect, laterite site; Schulze_2014]",shrubland,Schulze_2014
Senna sp. [Senna sp. 2 at Plateau on quartzite site; Schulze_2014],shrubland,Schulze_2014
Senna sp. [Senna sp. 3 at North of Paraburdoo site; Schulze_2014],shrubland,Schulze_2014
Senna venusta,shrubland,Schulze_2014
Acacia acuaria,shrubland woodland,Tsakalos_2020
Acacia alata var. tetrantha,shrubland woodland,Tsakalos_2020
Acacia barbinervis subsp. borealis,shrubland woodland,Tsakalos_2020
