geology & topography,habitat,ecodistrict,species,plant_growth_form,Fire response,Post-fire recovery and flowering
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Hakea victoria,shrub,OSC,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Kunzea similis subsp. similis,shrub,OSS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Grevillea coccinea,shrub,OSS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Grevillea infundibularis,shrub,OSS,medium
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Grevillea aff nudiflora,shrub,OSS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Grevillea infundibularis x aff nudiflora,shrub,OSS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Grevillea coccinea subsp. lanata,shrub,OSS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Grevillea fistulosa,shrub,OSS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Leptospermum conferetum,shrub,OSC,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Melaleuca citrina,shrub,RS,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Melaleuca nesophila,shrub,OSC,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Monotoca aristata,shrub,,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Pityrodia exserta,shrub,,
"Proteaceous 'Barrens Thicket' FRNP (Barrens, Eyre range etc)",Thicket/ Mallee Thicket,Quartzite,Verticodia pityrhops,shrub,OSS,slow
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Eucalyptus doratoxylon,mallee,RS ep,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Adenanthos oreophilus,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Banksia armata var. ignicida,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Banksia media,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Banksia obovata,shrub,OSC,medium
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Banksia prolata subsp. archeos,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Beaufortia aff schaueri,shrub,,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Darwinia sp. Mt Ragged,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Daviesia grossa,shrub,,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Daviesia teretifolia,shrub,RS/OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Dillwynia pungens,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Grevillea concinna subsp. lemanniana,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Grevillea oligantha,shrub,OSS/RS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Grevillea pauciflora subsp. axatilis,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Grevillea plurijuga subsp. plurijuga,shrub,OSS/RS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea drupaceae,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea erecta,shrub,,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea laurina,shrub,OSC,medium
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea pandanicarpa subsp. pandanicarpa,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea pycnoneura,shrub,,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea scoparia subsp. trycheria,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Hakea verrucosa,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Isopogon sp. Fitzgerald,shrub,,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Isopogon formosus,shrub,OSC,rapid
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Kunzea baxteri,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Labichea lanceolata,shrub,RS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Leucopogon apiculatus,shrub,OSS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Melaleuca fulgens,shrub,RS?,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Melaleuca pentagona subsp. raggedensis,shrub,OSC?,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Melaleuca undulata,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Melaleuca uncinata,shrub,RS,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Melaleuca viminea,shrub,OSC,medium
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Petrophile squamata subsp. northern,shrub,OSC,
Russell Range mixed thicket complexes TEC,Thicket/ Mallee Thicket,Quartzite,Petrophile teretifolia,shrub,,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus pachyloma,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus buprestium,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus decipiens,mallee,RS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus preissiana,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus marginata,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalytpus ligulata subsp. stirlingica,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalytpus kalganensis,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus erectifolia,mallee,RS ep,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Eucalyptus talyuberlup,mallee,OSC?,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Adenanthos pungens,shrub,OSS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia aculeata,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia arctotidis,shrub,RS?,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia baxteri,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia blechnifolia,shrub,RS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia brunnea,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banskia calophylla,shrub,RS/OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia coccinea,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia grandis,shrub,RS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia mucronulata,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia nutans,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia obovata,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia oreophila,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia plumosa subsp. denticulata,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Banksia sessilis,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Beaufortia anisandra,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Beaufortia cyrodonta,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Beaufortia schaueri,shrub,OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Calothamnus affinis,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Calothamnus sanguineus,shrub,RS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Conospermum dorrienii,shrub,OSS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Darwinia meeboldii,shrub,OSS,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Darwinia oxylepis,shrub,OSS,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Daviesia crenulata,shrub,OSS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Grevillea pulchella,shrub,OSS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea ambigua,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea baxteri,shrub,OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea corymbosa,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea cucullata,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea denticulata,shrub,OSC?,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea ferruginea,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea lehmanniana,shrub,RS?,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea crassifolia subsp. pandanicarpa,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea ruscifolia,shrub,RS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea trifurcata,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hakea undulata,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Hibbertia helianthemoides,shrub,OSS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Isopogon baxteri,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Kunzea montana,shrub,OSS,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Lambertia ericifolia,shrub,OSC,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Leucopogon mollis,shrub,OSS,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Melaleuca pungens,shrub,OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Petrophile anceps,shrub,OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Petrophile carduacea,shrub,OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Petrophile longifolia,shrub,OSC,
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Petrophile serruriae,shrub,OSC,medium to slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Petrophile squamata,shrub,OSC,slow
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Stirlingia tenuifolia,shrub,OSS,medium
SRNP lower slopes: Mallee heath / Banksia shrublands,Mallee heath / Banksia shrublands,Quartzite,Taxandria spathulata,shrub,RS/OSC,
"Quartzite Schizt, Quoin Head, Marshes,
Two Bump",Low Woodland,Quartzite,Eucalyptus conferruminata,tree,OSC,slow
"Quartzite Schizt, Quoin Head, Marshes,
Two Bump",Low Woodland,Quartzite,Eucalyptus mcquoidii,tree,OSC,slow
"Quartzite Schizt, Quoin Head, Marshes,
Two Bump",Low Woodland,Quartzite,Eucalyptus redunca,tree,RS,
"Quartzite Schizt, Quoin Head, Marshes,
Two Bump",Low Woodland,Quartzite,Hakea cucullata,shrub,OSC,medium to slow
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Eucalyptus cernua,tree,OSC,slow
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Eucalyptus astringens subsp. 'kundip',tree,OSC,slow
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Eucalyptus clivicola,tree,OSC,slow
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Eucalyptus pileata,tree,RS,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Eucalyptus platypus,tree,OSC,slow
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Calothamnus pinifolius,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Daviesia emarginata,shrub,RS/OSS,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Daviesia pachyphylla,shrub,RS/OSS,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Gastrolobium racemosum,shrub,OSS,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca bracteosa,shrub,,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca sp. Kundip,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca stramentosa,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca haplantha,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca rigidifolia,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca pauperiflora,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Melaleuca undulata,shrub,OSC,
Melaleuca sp Kundip Mallet over Heath PEC,Mallet /heath,Quartzite,Pultenaea craigiana,shrub,OSS?,
"Melaleuca stramentosa /
lemanniana",Thicket,Quartzite,Banksia lemmaniana,shrub,OSC,slow
"Melaleuca stramentosa /
lemanniana",Thicket,Quartzite,Melaleuca stramentosa,shrub,OSC,
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Callitris preissii,tree,OSC,slow
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Eucalyptus utilis,tree,OSC,slow
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Eucalyptus megacornuta,tree,OSC,slow
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Eucalyptus platypus,tree,OSC,slow
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Calothamnus quadrifidus,shrub,RS,
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Melaleuca nesophila,shrub,OSC,
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Melaleuca lanceolata,shrub,OSC,slow
Coastal Mallet - Melaleuca shrubland,Mallet woodland / shrubland,Coastal dynamic,Chamelaucium axillare,shrub,OSS,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Eucalyptus cuspidata,tree,,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Eucalyptus occidentalis,tree,RSep/OSC,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Eucalyptus occidentalis x Eucalyptus utilis,tree,OSC,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Melalaueca nesophila,tree,OSC,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Agonis flexuosa,tree,OSC,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Acacia cyclops,shrub,OSS,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Acacia littorea,shrub,OSS,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Kennedia nigricans,shrub,OSS,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Spryidium globulosum,shrub,OSS,
Estuarine woodland - Melaleuca shrubland,Woodland/ shrubland,Coastal dynamic,Thomasia sp.,shrub,,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Acacia littorea,shrub,OSS,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Acrotriche cordata,shrub,,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Adenanthos sericeous,shrub,OSS,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Banksia praemorsa,shrub,OSC,medium
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Banksia sessilis,shrub,OSC,medium
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Jacksonia horrida,shrub,,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Melaleuca thymoides,shrub,RS,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Pultenaeae heteroclita,shrub,,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Spyridium globulosum,shrub,OSS,rapid
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Templetonia retusa,shrub,OSS,medium
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Desmocladus flexuosa,sedge,,
Banksia praemorsa shrubland,Shrubland,Coastal dynamic,Lepidosperma 'dense',sedge,,
Riverine Wandoo Flooded gum woodland,Woodland,Marine plain,Eucalyptus wandoo,tree,RS ep/OSC,
Riverine Wandoo Flooded gum woodland,Woodland,Marine plain,Eucalyptus occidentalis,tree,RS ep/OSC,
Riverine Wandoo Flooded gum woodland,Woodland,Marine plain,Hakea lissocarpha,shrub,RS,
Riverine Wandoo Flooded gum woodland,Woodland,Marine plain,Eucalyptus rudis,tree,RS ep,
"Swamp Yate woodlands in seasonally inundated clay basins
PEC/ Riverine Yate woodland",Woodland,Marine plain,Banksia littoralis,tree,RS ep,
