Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe response,Habitat suitability,Risk,Expert change / reason for change
MYRTACEAE,Verticordia nitens,w,,,"Hill (1990), Shivas (1989)",,Hill (1990),,Suitable,Low,
MYRTACEAE,Verticordia penicillaris,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
MYRTACEAE,Verticordia plumosa,w,E,,"Shearer & Dillon (1995), Shivas (1989), Taylor (1974)",,,Shearer & Crane (unpub. data),Suitable,Low,
MYRTACEAE,Verticordia staminosa subsp. cylindracea,w,E,,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
MYRTACEAE,Verticordia staminosa subsp. staminosa,w,E,,,Shearer & Crane (unpub. data),,,Suitable,Low,
NOTHOFAGACEAE,Nothofagus cunninghamii,"t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Pratt & Heather (1973), Weste (2001)",,VNPS (1995),,Suitable,Low,
OCHNACEAE,Brackenridgea australiana,q,,,Brown (1998),Worboys et al. (2003),,,Suitable,Low,
OLACACEAE,Olax benthamiana,w,,,,,McDougall (1997),,Suitable,Low,
OLACACEAE,Olax phyllanthi,w,,,,Wills (1993),,,Suitable,Low,
ORCHIDACEAE,Caladenia flava,w,,,,McDougall (1997),,,Suitable,Low,
ORCHIDACEAE,Caleana nigrita,w,,,Crone et al. (2013),,Crone et al. (2013),,Suitable,Low,
ORCHIDACEAE,Cryptostylis ovata,w,,,,Wills (1993),,,Suitable,Low,
ORCHIDACEAE,Drakaea confluens,w,E,,,Barrett (pers. comm.),,,Suitable,Low,
ORCHIDACEAE,Elythranthera brunonis,w,,,,McDougall (1997),,,Suitable,Low,
ORCHIDACEAE,Eriochilus dilatatus,w,,,,Wills (1993),,,Suitable,Low,
ORCHIDACEAE,Leporella fimbriata,"s,v,w",,,,Wills (1993),,,Suitable,Low,
ORCHIDACEAE,Prasophyllum parvifolium,w,,,,McDougall (1997),,,Suitable,Low,
ORCHIDACEAE,Pterostylis concinna,"n,s,t,v",,,Cahill (pers. comm.),,VNPS (1995),,Suitable,Low,
ORCHIDACEAE,Pyrorchis nigricans,"n,s,t,v,w",,,,McDougall (1997),,,Suitable,Low,
ORCHIDACEAE,Thelymitra crinita,w,,,,McDougall (1997),,,Suitable,Low,
OROBANCHACEAE,Euphrasia gibbsiae,"v,t",,,,,,Rudman & Balmer (2008),Suitable,Low,
PARACRYPHIACEAE,Sphenostemon lobosporus,q,,,,Worboys et al. (2003),,,Suitable,Low,
PHYLLANTHACEAE,Antidesma erostre,q,,,,Worboys et al. (2003),,,Suitable,Low,
PHYLLANTHACEAE,Phyllanthus calycinus,"s,w",,,Shearer & Dillon (1996),"McDougall (pers. comm.), Shearer & Dillon (1996)",,,Suitable,Low,
PHYLLANTHACEAE,Phyllanthus hirtellus,"a,n,q,v",,,Taylor (1974),,,,Suitable,Low,
PHYLLANTHACEAE,Poranthera microphylla,"a,n,nt,q,s,t,v,w",,,Cahill (pers. comm.),,,,Suitable,Low,
PICRODENDRACEAE,Stachystemon vermicularis,w,,,,McDougall (pers. comm.),,,Suitable,Low,
PITTOSPORACEAE,Billardiera drummondii,w,,,,Barrett (pers. comm.),,,Suitable,Low,
PITTOSPORACEAE,Billardiera fraseri,w,,,,McDougall (1997),,,Suitable,Low,
PITTOSPORACEAE,Billardiera mutabilis,"a,n,t,v",,,,McDougall (pers. comm.),,,Suitable,Low,
PITTOSPORACEAE,Billardiera variifolia,w,,,,Groves et al. (2009),,,Suitable,Low,
PITTOSPORACEAE,Bursaria spinosa,"n,q,s,t,v",,,,Groves et al. (2009),,,Suitable,Low,
PITTOSPORACEAE,Hymenosporum flavum,"n,q",,,,Roleybushcare (2022),,,Suitable,Low,
PITTOSPORACEAE,Marianthus drummondianus,w,,,,Shearer & Dillon (1996),,,Suitable,Low,
PITTOSPORACEAE,Marianthus granulatus,w,,E,,Shearer & Crane (unpub. data),,,Suitable,Moderate,
PITTOSPORACEAE,Marianthus paralius,w,,E,,Shearer & Crane (unpub. data),,,Suitable,Moderate,
PITTOSPORACEAE,Pittosporum phyllyreoides,w,,,,Gardner & Rokich (1987),,,Unsuitable,Low,
PITTOSPORACEAE,Rhytidosporum procumbens,"a,n,s,t,v",,,Pratt & Heather (1973),Groves et al. (2009),,,Suitable,Low,
PLANTAGINACEAE,Veronica gracilis,"a,n,s,t,v",,,,Groves et al. (2009),,,Suitable,Low,
PLANTAGINACEAE,Veronica perfoliata,"a,n,v",,,,McDougall (pers. comm.),,,Suitable,Low,
POACEAE,Amphipogon amphipogonoides,w,,,,,McDougall (1997),,Suitable,Low,
POACEAE,Anisopogon avenaceus,"n,v",,,,Howard et al. (2004),,,Suitable,Low,
POACEAE,Austrostipa compressa,w,,,,Wills (1993),,,Suitable,Low,
POACEAE,Austrostipa exilis,"s,v,w",,,,Shearer & Crane (unpub. data),,,Suitable,Low,
POACEAE,Austrostipa flavescens,"n,s,v,t,w",,,,,Wills (1993),,Suitable,Low,
POACEAE,Austrostipa geoffreyi,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
POACEAE,Austrostipa hemipogon,"s,v,w",,,,Shearer & Crane (unpub. data),,,Suitable,Low,
POACEAE,Austrostipa mollis,"a,n,s,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,
POACEAE,Deyeuxia drummondii,w,,,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",,,Suitable,Low,
POACEAE,Deyeuxia inaequalis,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
POACEAE,Entolasia stricta,"n,q,v",,,,Howard et al. (2004),,,Suitable,Low,
POACEAE,Neurachne alopecuroidea,"s,v,w",,,,"McDougall (1997), Shearer & Crane (unpub. data)",,,Suitable,Low,
POACEAE,Plinthanthesis rodwayi,n,CE,,,,Wan et al. (2019),,Suitable,High,
POACEAE,Poa billardierei,"n,s,t,v,w",,,,,Shearer & Crane (unpub. data),,Suitable,Low,
POACEAE,Poa ensiformis,"a,n,v",,,,Roleybushcare (2022),,,Suitable,Low,
POACEAE,Poa meionectes,"n,s,v",,,,McDougall (pers. comm.),,,Suitable,Low,
POACEAE,Poa poiformis,"n,s,t,v,w",,,,Titze & Palzer (1969),,,Suitable,Low,
POACEAE,Poa sieberiana,"a,n,q,s,t,v",,,Weste (2001),"Weste (2001), Groves et al. (2009)",,,Suitable,Low,
POACEAE,Rytidosperma caespitosum,"a,n,s,t,v,w",,,Crone et al. (2013),Crone et al. (2013),,,Suitable,Low,
POACEAE,Tetrarrhena juncea,"n,q,s,t,v,w",,,,McDougall (pers. comm.),,,Suitable,Low,
POACEAE,Tetrarrhena laevis,w,,,McDougall (1997),,McDougall (1997),,Suitable,Low,
POACEAE,Themeda triandra,"a,n,nt,q,s,t,v,w",,,Weste (2001),,Weste (2001),,Suitable,Low,
PODOCARPACEAE,Pherosphaera fitzgeraldii,n,E,,Taylor (1974),,,,Suitable,High,
PODOCARPACEAE,Phyllocladus aspleniifolius,t,,,"Podger et al. (1990), Schahinger et al. (2003), Taylor (1974)",,,,Suitable,Low,
PODOCARPACEAE,Podocarpus drouynianus,w,,,"Podger (1968), Podger (1972), Shivas (1989), Taylor (1974), DBCA (2021)",,Podger (1972),,Suitable,Low,
PODOCARPACEAE,Podocarpus lawrencei,"a,n,t,v",,,"Podger et al. (1990), Rigg et al. (2018), Taylor (1974)",Rigg et al. (2018),,,Mostly unsuitable,Low,
PODOCARPACEAE,Prumnopitys amara,q,,V,Brown (1998),,,,Suitable,Moderate,
POLYGALACEAE,Comesperma calymega,"s,t,v,w",,,Wills (1993),McDougall (1997),,,Suitable,Low,
POLYGALACEAE,Comesperma confertum,w,,,Wills (1993),Wills (1993),,,Suitable,Low,
POLYGALACEAE,Comesperma virgatum,w,,,McDougall (1997),Shearer & Dillon (1996),McDougall (1997),,Suitable,Low,
POLYGALACEAE,Xanthophyllum octandrum,q,,,,,Worboys et al. (2003),,Suitable,Low,
PRIMULACEAE,Myrsine achradifolia,q,,V,,,Worboys et al. (2003),,Suitable,Low,
PROTEACEAE,Acidonia microcarpa,w,,,,,Wills (1993),,Suitable,Low,
PROTEACEAE,Adenanthos apiculatus,w,,V,Taylor (1974),,,Barrett & Rathbone (2018) ,Suitable,Moderate,
PROTEACEAE,Adenanthos barbiger,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), DBCA (2021)",,,Shearer & Dillon (1995),Suitable,Low,
PROTEACEAE,Adenanthos cuneatus,w,,,DBCA (2021),,"Hart (1983), ",Wills (1993),Suitable,Low,
PROTEACEAE,Adenanthos cygnorum,w,,,DBCA (2021),,Hill (1990),"Barrett (pers. comm.), Wills (1993)",Suitable,Low,
PROTEACEAE,Adenanthos detmoldii,w,,E,DBCA (2021),,,,Suitable,High,
PROTEACEAE,Adenanthos dobagii,w,V,CE,,,Barrett pers. comm,,Suitable,High,
PROTEACEAE,Adenanthos ellipticus,w,V,E,,,Keighery (1992),Barrett (1996),Suitable,High,
PROTEACEAE,Adenanthos filifolius,w,,E,"Barrett (pers. comm.), DBCA (2021)",,Tynan et al. (2001),"Barrett (pers. comm.), Wills (1993)",Suitable,High,
PROTEACEAE,Adenanthos ileticos,w,,,,,Keighery (1992),,Unsuitable,Low,
PROTEACEAE,Adenanthos linearis,w,,E,,,,Wills (1993),Suitable,High,
PROTEACEAE,Adenanthos macropodianus,s,,V,Vickery (1997),,Velzeboer (pers. comm.),,Suitable,Low,
PROTEACEAE,Adenanthos meisneri,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Adenanthos obovatus,w,,,"Podger (1968), Pratt & Heather (1973), Shearer & Dillon (1995), Shearer & Dillon (1996)",,"Hill (1990), Podger (1972)","Wills (1993), Freebury (pers. comm.)",Suitable,Low,
PROTEACEAE,Adenanthos oreophilus,w,,V,,,Tynan et al. (2001),Wills (1993),Suitable,Moderate,
PROTEACEAE,Adenanthos pungens subsp. pungens,w,V,,,,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Adenanthos sericeus,w,,V,DBCA (2021),,Freebury (pers. comm.),,Suitable,Low,
PROTEACEAE,Adenanthos terminalis,"s,v",,,,,Velzeboer (pers. comm.),,Suitable,Low,
PROTEACEAE,Adenanthos velutinus,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Adenanthos x cunninghamii,w,,E,,,Keighery (1992),Wills (1993),Suitable,Moderate,Limestone habitat is generally unsuitable for Pc; changed to Moderate
PROTEACEAE,Agastachys odorata,t,,,"Podger et al. (1990), Schahinger et al. (2003)",,,Schahinger et al. (2003),Suitable,Moderate,
PROTEACEAE,Banksia acanthopoda,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia aculeata,w,,E,,,Barrett et al. (2008),"Shearer & Crane (unpub. data), Wills (1993)",Suitable,High,
PROTEACEAE,Banksia aemula,"n,q",,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia alliacea,w,,,DBCA (2021),,Barrett (pers. comm.),,Suitable,Low,
PROTEACEAE,Banksia anatona,w,CE,,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett & Rathbone (2018), Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Banksia arctotidis,w,,,DBCA (2021),,,"Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia armata,w,,,"Shearer & Dillon (1995), DBCA (2021)",,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia ashbyi,w,,,"Cho (1983), Shivas (1989)",,Cho (1983),Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia attenuata,w,,,"Hill (1990), Podger (1968), Shearer & Dillon (1995), Shearer & Dillon (1996), Shivas (1989), McCredie et al. (1985), Taylor (1974), DBCA (2021)",,Podger (1972),"Barrett & Rathbone (2018), McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia audax,w,,,McCredie et al. (1985),,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia baueri,w,,,"Cho (1983), McCredie et al. (1985), Shivas (1989), DBCA (2021)",,"Cho (1983), McCredie et al. (1985), Shearer & Crane (unpub. data)",Wills (1993),Suitable,Low,
PROTEACEAE,Banksia baxteri,w,,,"Cho (1983), McCredie et al. (1985), Shivas (1989), DBCA (2021)",,Cho (1983),"Barrett (pers. comm.), Wills (1993), Shearer et al. (2012), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia benthamiana,w,,,McCredie et al. (1985),,,"McCredie et al. (1985), Shearer & Crane (unpub. data)",Unsuitable,Low,
PROTEACEAE,Banksia biterax,w,,V,DBCA (2021),,,Barrett (1996),Suitable,Moderate,
PROTEACEAE,Banksia blechnifolia,w,,,DBCA (2021),Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia borealis subsp. elatior,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia brownii,w,CE,,"Barrett (pers. comm.), Cho (1983), Keighery (1992), McCredie et al. (1985), DBCA (2021)",,"Cho (1983), Keighery (1992)","Barrett et al. (2008), Barrett (1996), McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Banksia brunnea,w,,V,DBCA (2021),,,Barrett (pers. comm.),Suitable,Moderate,
PROTEACEAE,Banksia burdettii,w,,V,"Cho (1983), McCredie et al. (1985)",Shearer & Crane (unpub. data),Cho (1983),,Suitable,Low,
PROTEACEAE,Banksia caleyi,w,,,"Cho (1983), McCredie et al. (1985), Taylor (1974), DBCA (2021)",,"Cho (1983), Shearer & Crane (unpub. data)",Wills (1993),Suitable,Moderate,
PROTEACEAE,Banksia calophylla,w,,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia candolleana,w,,V,"Cho (1983), McCredie et al. (1985)",,Cho (1983),Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia canei,"n,v",,,Shearer & Crane (unpub. data),,Shearer & Crane (unpub. data),,Unsuitable,Low,
PROTEACEAE,Banksia carlinoides,w,,,DBCA (2021),,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia cirsioides,w,,,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia coccinea,w,,V,"Cho (1983), McCredie et al. (1985), Shivas (1989), DBCA (2021)",,Cho (1983),"Barrett (1996), Barrett & Rathbone (2018), McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,High,"P. cinnamomi present in  most populations, other threats eg aerial canker, eastern pops small fragmented; changed to High"
PROTEACEAE,Banksia concinna,w,,E,"Barrett (pers. comm.), DBCA (2021)",,,Barrett et al. (2008) ,Suitable,Very high,"Small population size, all populations infested and declining; changed to Very High"
PROTEACEAE,Banksia conferta,"n,q",,,,"McDougall (pers. comm.), Shearer & Crane (unpub. data)",,,Suitable,Low,
PROTEACEAE,Banksia corvijuga ,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia cuneata,w,E,,"Keighery (1992), McCredie et al. (1985), DBCA (2021)",,Keighery (1992),"McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia dallanneyi,w,,,,,McDougall (1997),,Suitable,Low,
PROTEACEAE,Banksia dentata,"nt,q,w",,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia drummondii,w,,,DBCA (2021),,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia dryandroides,w,,V,McCredie et al. (1985),,,"Shearer & Crane (unpub. data), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Banksia echinata,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia elderiana,w,,,"McCredie et al. (1985), Taylor (1974)",Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia elegans,w,,V,Taylor (1974),,,,Suitable,Moderate,
PROTEACEAE,Banksia epica,w,,,,,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia epimicta,w,,,,,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia ericifolia,w,,,"Gerrettson-Cornell (1986), McCredie et al. (1985), Taylor (1974)",Shearer & Crane (unpub. data),Howard et al. (2004),,Suitable,Low,
PROTEACEAE,Banksia falcata,w,,,DBCA (2021),,,"Wills (1993), Barrett (pers. comm.)",Suitable,Moderate,
PROTEACEAE,Banksia foliolata,w,,E,"Barrett (pers. comm.), DBCA (2021)",,,Barrett (pers. comm.),Suitable,Very high,"Small population size, all populations infested and declining; changed to Very High"
PROTEACEAE,Banksia foliosissima,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia formosa,w,,,"Barrett (pers. comm.), Hart (1983), DBCA (2021)",,Hart (1983),"Barrett (pers. comm.), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia fraseri var. oxycedra,w,,E,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
PROTEACEAE,Banksia fuscobractea,w,CE,,,,,Shearer & Crane (unpub. data),Suitable,Very high,
PROTEACEAE,Banksia gardneri,w,,,"McCredie et al. (1985), Shivas (1989), DBCA (2021)",,Barrett (pers. comm.),Wills (1993),Suitable,Low,
PROTEACEAE,Banksia goodii,w,V,E,DBCA (2021),,"Barrett (pers. comm.), Keighery (1992), Shearer & Crane (unpub. data)",,Suitable,Moderate,
PROTEACEAE,Banksia grandis,w,,,"Belhaj et al. (2018), McCredie et al. (1985), McDougall (1997), Taylor (1974), Gardner & Rokich (1987), McDougall (1997), Podger (1968), Shearer & Dillon (1995), Shearer & Dillon (1996)",,"Cho (1983), Podger (1972), Shearer & Dillon (1996)","Belhaj et al. (2018), McCredie et al. (1985), McDougall (1997), Shearer & Dillon (1995), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia grossa,w,,V,DBCA (2021),,,,Suitable,Moderate,
PROTEACEAE,Banksia heliantha,w,,V,DBCA (2021),,,"Barrett (1996), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Banksia hirta,w,,E,"Barrett et al. (2008), DBCA (2021)",,,"Barrett et al. (2008), Wills (1993), Shearer & Crane (unpub. data)",Suitable,High,
PROTEACEAE,Banksia hookeriana,w,,V,"Cho (1983), McCredie et al. (1985), Shivas (1989), DBCA (2021)",,Cho (1983),"McCredie et al. (1985), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia ilicifolia,w,,,"Hill (1990), Podger (1968), Podger (1972), Shearer & Dillon (1995), Shearer & Dillon (1996), Shivas (1989), DBCA (2021)",,Podger (1972),"McCredie et al. (1985), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia incana,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia insulanemorecincta,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia integrifolia,"n,q,t,v",,,"Pratt & Heather (1973), McCredie et al. (1985), Weste (2001)","McDougall (pers. comm.), Shearer & Crane (unpub. data), Groves et al. (2009)",,,Suitable,Low,
PROTEACEAE,Banksia ionthocarpa,w,E,CE,,,,Shearer & Crane (unpub. data),Suitable,Very high,
PROTEACEAE,Banksia laevigata subsp. laevigata,w,,E,McCredie et al. (1985),,McCredie et al. (1985),Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia lanata,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia laricina,w,,E,"Cho (1983), McCredie et al. (1985), Hill (1990)",,Cho (1983),"McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,High,
PROTEACEAE,Banksia lemanniana,w,,V,"McCredie et al. (1985), Taylor (1974), DBCA (2021)",,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia lepidorhiza,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia leptophylla,w,,,DBCA (2021),,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia lindleyana,w,,V,"Cho (1983), McCredie et al. (1985), DBCA (2021)",,"Cho (1983), Shearer & Crane (unpub. data)",,Suitable,Low,
PROTEACEAE,Banksia littoralis,w,,,"Belhaj et al. (2018), McCredie et al. (1985), Podger (1972), Podger (1968), Shearer & Dillon (1995), Shivas (1989), DBCA (2021)",,Podger (1972),"Belhaj et al. (2018), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia lullfitzii,w,,,McCredie et al. (1985),Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia marginata,"a,n,s,t,v",,,"Cahill (pers. comm.), Lee & Wicks (1977), Kueh (2011), McCredie et al. (1985), McDougall & Summerell (2003), Podger (1989), Podger et al. (1990), Pratt & Heather (1973), Schahinger et al. (2003), Vickery (1997), Weste (2001)",Shearer & Crane (unpub. data),"VNPS (1995), Velzeboer (pers. comm.), McDougall (pers. comm.)",Kueh (2011),Suitable,Low,
PROTEACEAE,Banksia media,w,,,"Cho (1983), McCredie et al. (1985), DBCA (2021)",,"Cho (1983), Shearer & Crane (unpub. data)",,Suitable,Low,
PROTEACEAE,Banksia meisneri subsp. ascendens,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia menziesii,w,,,"Hill (1990), Podger (1968), McCredie et al. (1985), Shearer & Dillon (1995), Shearer & Dillon (1996), Shivas (1989), DBCA (2021)",,"Cho (1983), Podger (1972)","McCredie et al. (1985), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia micrantha,w,,V,,,Shearer & Crane (unpub. data),Wills (1993),Suitable,Moderate,
PROTEACEAE,Banksia mimica,w,E,,,,Keighery (1992),Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia montana,w,CE,,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett (1996), Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Banksia mucronulata,w,,V,DBCA (2021),,,"Wills (1993), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia neoanglica,"n,q",,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia nivea,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), Shivas (1989), DBCA (2021)",Shearer & Crane (unpub. data),"Hill (1990), Podger (1972)","Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia nobilis,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia nutans,w,,,"McCredie et al. (1985), DBCA (2021)",,Cho (1983),"Wills (1993), Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia oblongifolia,"n,q",,,"McCredie et al. (1985), Taylor (1974)",Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia obovata,w,,,DBCA (2021),,,Barrett (pers. comm.) ,Suitable,Low,
PROTEACEAE,Banksia occidentalis,w,,,"Belhaj et al. (2018), McCredie et al. (1985), Taylor (1974), DBCA (2021)",,Cho (1983),"Belhaj et al. (2018), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia octotriginta,w,,,,,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia oligantha,w,E,,,,Keighery (1992),Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia oreophila,w,,V,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett (1996), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia ornata ,"s,v",,,"McCredie et al. (1985), Taylor (1974)",Shearer & Crane (unpub. data),Velzeboer (pers. comm.),McCredie et al. (1985),Suitable,Low,
PROTEACEAE,Banksia paludosa,n,,,McCredie et al. (1985),,Howard et al. (2004),,Suitable,Low,
PROTEACEAE,Banksia parva,w,,V,,,,Barrett (pers. comm.),Suitable,Moderate,
PROTEACEAE,Banksia petiolaris,w,,V,McCredie et al. (1985),,Shearer & Crane (unpub. data),,Suitable,Low,
PROTEACEAE,Banksia pilostylis,w,,,McCredie et al. (1985),Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia plumosa,w,,V,DBCA (2021),,,"Barrett & Rathbone (2018), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Banksia polycephala,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia praemorsa,w,,E,"McCredie et al. (1985), Shivas (1989), DBCA (2021)",,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia prionotes,w,,,"McCredie et al. (1985), Shivas (1989), DBCA (2021)",,Cho (1983),"McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia prolata,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia pseudoplumosa,w,E,,,,,"Barrett et al. (2008), Wills (1993), Shearer & Crane (unpub. data)",Suitable,High,
PROTEACEAE,Banksia pteridifolia,w,,,DBCA (2021),Shearer & Crane (unpub. data),,Wills (1993),Suitable,Low,
PROTEACEAE,Banksia pulchella,w,,,"McCredie et al. (1985), DBCA (2021)",,,"McCredie et al. (1985), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia quercifolia,w,,V,"McCredie et al. (1985), Podger (1968), Shivas (1989), DBCA (2021)",,Hart (1983),"Barrett (1996), Shearer & Crane (unpub. data), Wills (1993)",Suitable,High,Habitat frequently  infested as low in landscape; changed to High
PROTEACEAE,Banksia repens,w,,,McCredie et al. (1985),Shearer & Crane (unpub. data),,Wills (1993),Suitable,Low,
PROTEACEAE,Banksia robur,"n,q",,,,"Shearer & Crane (unpub. data), Roleybushcare (2022)",,,Suitable,Low,
PROTEACEAE,Banksia rufa subsp. chelomacarpa,w,,V,,,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia rufa subsp. flavescens,w,,,,,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Banksia rufa subsp. pumila,w,E,CE,,,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Banksia saxicola,v,,V,Weste (2001),,,Weste (2001),Suitable,Moderate,
PROTEACEAE,Banksia scabrella,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia sceptrum,w,,,McCredie et al. (1985),,,"McCredie et al. (1985), Shearer & Crane (unpub. data)",Unsuitable,Low,
PROTEACEAE,Banksia sclerophylla,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia seminuda,w,,,DBCA (2021),,,"Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia seneciifolia,w,,V,,,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia serra,w,,,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Low,
