taxon_name,suggested_name,EPBCA sp. name,EPBCA status,taxon_distribution,EPBCA no.,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes,accepted_name
Amphibromus whitei,Amphibromus whitei,Amphibromus whitei,Extinct,Qld,3590,1,NA,Plant,1,EX,NA,NA,7/16/2000,EX,NA,NA,NA,NA,NA,NA,NA,Amphibromus whitei
Amyema plicatula,Amyema plicatula,Amyema plicatula,Endangered,NSW,81879,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Amyema plicatula
Andersonia annelsii,Andersonia annelsii,Andersonia annelsii,Critically Endangered,WA,84925,1,NA,Plant,1,CR,1,NA,5/11/2018,YES,Insufficient info,CR [B1ab(v)+B2ab(v)],EN [C2(ii)],not eligible,Insufficient info,NA,NA,Andersonia annelsii
Andersonia axilliflora,Andersonia axilliflora,Andersonia axilliflora,Critically Endangered,WA,16916,1,Giant Andersonia,Plant,1,CR,1,NA,3/31/2023,YES,CR(A4abe),"CR(B1ab(I,ii,iii,iv,v)",CR(C1+C2a(I)),EN (D1),Insufficient info,NA,NA,Andersonia axilliflora
Andersonia gracilis,Andersonia gracilis,Andersonia gracilis,Endangered,WA,14470,1,Slender Andersonia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Andersonia gracilis
Andersonia pinaster,Andersonia pinaster,Andersonia pinaster,Vulnerable,WA,67444,1,Two Peoples Bay Andersonia,Plant,1,VU,1,Andersonia sp. Two Peoples Bay (G.J. Keighery 8229),7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Andersonia pinaster
Androcalva adenothalia,Androcalva adenothalia,Androcalva adenothalia,Critically Endangered,WA,86389,1,NA,Plant,1,CR,1,NA,6/24/2019,YES,Insufficient info,"CR [B1ab(i,ii,iii,iv)+B2ab(i,ii,iii,iv)]",Insufficient info,CR,Insufficient info,NA,NA,Androcalva adenothalia
Androcalva bivillosa,Androcalva bivillosa,Androcalva bivillosa,Critically Endangered,WA,87807,1,Straggling Androcalva,Plant,1,CR,1,NA,5/11/2018,YES,Insufficient info,"EN [B1ab(iii,v) + B2ab(iii,v)]",CR [C2(a)(i)],EN,Insufficient info,NA,NA,Androcalva bivillosa
Androcalva perkinsiana,Androcalva perkinsiana,Androcalva perkinsiana,Critically Endangered,Qld,86431,1,Headland Commersonia,Plant,1,CR,1,Commersonia perkinsiana,10/5/2022,YES,Insufficient info,CR (B1+ 2ab(v)),CR (C2a(ii)),EN (D),Insufficient info,NA,NA,Androcalva perkinsiana
Androcalva perlaria,Androcalva perlaria,Androcalva perlaria,Endangered,WA,86388,1,Pearl-like Androcalva,Plant,1,EN,1,NA,6/24/2019,YES,Insufficient info,"VU [B1ab(ii,iv,v)+B2ab(ii,iv,v)]",EN [C2(a)(i)],VU,Insufficient info,NA,NA,Androcalva perlaria
Androcalva procumbens,Androcalva procumbens,Androcalva procumbens,Vulnerable,NSW,87153,1,NA,Plant,1,VU,1,"Rulingia procumbens, Commersonia procumbens",7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Androcalva procumbens
Androcalva rosea,Androcalva rosea,Androcalva rosea,Endangered,NSW,86861,1,Sandy Hollow Commersonia,Plant,1,EN,1,NA,1/8/2008,YES,not eligible,EN,not eligible,VU,Insufficient info,NA,NA,Androcalva rosea
Angophora inopina,Angophora inopina,Angophora inopina,Vulnerable,NSW,64832,1,Charmhaven Apple,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Angophora inopina
Angophora robur,Angophora robur,Angophora robur,Vulnerable,NSW,56088,1,Sandstone Rough-barked Apple,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Angophora robur
Anigozanthos bicolor subsp. minor,Anigozanthos bicolor subsp. minor,Anigozanthos bicolor subsp. minor,Endangered,WA,21241,0,"Little Kangaroo Paw, Two-coloured Kangaroo Paw, Small Two-colour Kangaroo Paw",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Anigozanthos bicolor subsp. minor
Anigozanthos viridis subsp. terraspectans,Anigozanthos viridis subsp. terraspectans,Anigozanthos viridis subsp. terraspectans,Vulnerable,WA,3435,0,Dwarf Green Kangaroo Paw,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Anigozanthos viridis subsp. terraspectans
Anthocercis gracilis,Anthocercis gracilis,Anthocercis gracilis,Vulnerable,WA,11103,1,Slender Tailflower,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Anthocercis gracilis
Anthosachne kingiana subsp. kingiana,Anthosachne kingiana subsp. kingiana,Anthosachne kingiana subsp. kingiana,Critically Endangered,"LHI, NI",82413,0,Phillip Island Wheat Grass,Plant,1,CR,1,Elymus multiflorus subsp. kingianus,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,NA,NA,Anthosachne kingiana subsp. kingiana
Antrophyum austroqueenslandicum,Antrophyum austroqueenslandicum,Antrophyum austroqueenslandicum,Critically Endangered,Qld (presumed extinct),74525,1,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",Plant,1,CR,1,NA,11/4/2020,YES,"CR (A2, A4)","CR (B1, B2(a,b) (i-v))","CR (C1, C2ai)",CR (D),Insufficient info,NA,NA,Antrophyum austroqueenslandicum
Apatophyllum olsenii,Apatophyllum olsenii,Apatophyllum olsenii,Vulnerable,Qld,7718,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Apatophyllum olsenii
Apium prostratum subsp. phillipii,Apium prostratum subsp. phillipii,Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),Vulnerable,WA,82019,0,"Fine-leaved Apium, Porongurup Celery",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Apium prostratum subsp. phillipii
Aponogeton bullosus,Aponogeton bullosus,Aponogeton bullosus,Endangered,Qld,8299,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Aponogeton bullosus
Aponogeton prolifer,Aponogeton prolifer,Aponogeton prolifer,Endangered,Qld,82016,1,an aquatic herb,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Aponogeton prolifer
Archidendron lovelliae,Archidendron lovelliae,Archidendron lovelliae,Vulnerable,Qld,13451,1,"Bacon Wood, Tulip Siris",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Archidendron lovelliae
Archontophoenix myolensis,Archontophoenix myolensis,Archontophoenix myolensis,Endangered,Qld,64500,1,"Myola Palm, Myola Archontophoenix",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Archontophoenix myolensis
Argyrotegium nitidulum,Argyrotegium nitidulum,Argyrotegium nitidulum,Vulnerable,"NSW, Vic, Tas",82043,1,Shining Cudweed,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Argyrotegium nitidulum
Aristida annua,Aristida annua,Aristida annua,Vulnerable,Qld,17906,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Aristida annua
Aristida granitica,Aristida granitica,Aristida granitica,Endangered,Qld,4065,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Aristida granitica
Arthraxon hispidus,Arthraxon hispidus,Arthraxon hispidus,Vulnerable,"Qld, NSW",9338,1,Hairy-joint Grass,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Arthraxon hispidus
Asperula asthenes,Asperula asthenes,Asperula asthenes,Vulnerable,NSW,14004,1,Trailing Woodruff,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Asperula asthenes
Asplenium hookerianum,Asplenium hookerianum,Asplenium hookerianum,Vulnerable,"NSW, Vic, Tas",3909,1,Maidenhair Spleenwort,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Asplenium hookerianum
Asplenium listeri,Asplenium listeri,Asplenium listeri,Critically Endangered,ChI,65865,1,Christmas Island Spleenwort,Plant,1,CR,1,NA,7/23/2002,YES,Insufficient info,CR,CR,EN,Insufficient info,NA,NA,Asplenium listeri
Asplenium pellucidum,Asplenium pellucidum,Asplenium pellucidum,Vulnerable,Qld,21662,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Asplenium pellucidum
Hymenasplenium wildii,Hymenasplenium wildii,Asplenium wildii,Vulnerable,Qld,19154,1,NA,Plant,1,VU,1,Hymenasplenium wildii,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Hymenasplenium wildii
Astelia australiana,Astelia australiana,Astelia australiana,Vulnerable,Vic,10851,1,Tall Astelia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Astelia australiana
Asterolasia asteriscophora subsp. albiflora,Asterolasia asteriscophora subsp. albiflora,Asterolasia asteriscophora subsp. albiflora,Critically Endangered,Vic,84573,0,"White Star-bush, Emerald Star Bush",Plant,1,CR,1,NA,10/5/2022,YES,CR (A4abce),"CR (B1ab(i,ii,iii,iv,v))",VU (C1),VU (D2),Insufficient info,NA,NA,Asterolasia asteriscophora subsp. albiflora
Asterolasia beckersii,Asterolasia beckersii,Asterolasia beckersii,Critically Endangered,NSW,90354,1,Dungowan Starbush,Plant,1,CR,1,NA,3/2/2021,YES,Insufficient info,EN (B1ab (iv.v)),CR (C2a(ii)),EN,Insufficient info,NA,NA,Asterolasia beckersii
Asterolasia buxifolia,Asterolasia buxifolia,Asterolasia buxifolia,Critically Endangered,NSW,51321,1,NA,Plant,1,CR,1,NA,9/7/2023,YES,Insufficient info,"CR (B1ab(iii,v)+2ab(iii,v))",CR (C1+C2a(ii)),EN,Insufficient info,NA,NA,Asterolasia buxifolia
Asterolasia elegans,Asterolasia elegans,Asterolasia elegans,Endangered,NSW,56780,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Asterolasia elegans
Asterolasia grandiflora,Asterolasia grandiflora,Asterolasia nivea,Vulnerable,WA,8225,1,Bindoon Starbush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Asterolasia grandiflora
Asterolasia phebalioides,Asterolasia phebalioides,Asterolasia phebalioides,Vulnerable,"SA, Vic",3599,1,Downy Star-bush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Asterolasia phebalioides
Astrotricha crassifolia,Astrotricha crassifolia,Astrotricha crassifolia,Vulnerable,NSW,10352,1,Thick-leaf Star-hair,Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Astrotricha crassifolia
Astrotricha roddii,Astrotricha roddii,Astrotricha roddii,Endangered,"Qld, NSW",56312,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Astrotricha roddii
Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Endangered,Vic,85675,1,Wingan Star-hair,Plant,1,EN,1,NA,9/7/2023,YES,Insufficient info,EN (B1ab(iii)+2ab(iiii)),Insufficient info,V,Insufficient info,NA,NA,Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268)
Atalaya brevialata,Atalaya brevialata,Atalaya brevialata,Critically Endangered,NT,86125,1,NA,Plant,1,CR,1,NA,12/14/2013,YES,not eligible,CR,not eligible,not eligible,not eligible,NA,NA,Atalaya brevialata
Atalaya collina,Atalaya collina,Atalaya collina,Endangered,Qld,55417,1,Yarwun Whitewood,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Atalaya collina
Atriplex infrequens,Atriplex infrequens,Atriplex infrequens,Vulnerable,NSW,4143,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Atriplex infrequens
Atriplex yeelirrie,Atriplex yeelirrie,Atriplex yeelirrie,Endangered,WA,88538,1,NA,Plant,1,EN,1,NA,10/22/2015,YES,VU [A3 (c)],"EN [B1, B2, (a)(b)(i), (ii), (iv)]",not eligible,not eligible,Insufficient info,NA,NA,Atriplex yeelirrie
Austrostipa bronweniae,Austrostipa bronweniae,Austrostipa bronwenae,Endangered,WA,87808,1,NA,Plant,1,EN,1,Austrostipa bronweniae,2/15/2018,YES,Insufficient info,"EN [B1ab(ii,iii,v)+B2ab(ii,iii,v)]",EN [C2(a)(i)],VU,Insufficient info,NA,NA,Austrostipa bronweniae
Austrostipa jacobsiana,Austrostipa jacobsiana,Austrostipa jacobsiana,Critically Endangered,WA,87809,1,NA,Plant,1,CR,1,NA,2/15/2018,YES,Insufficient info,"CR [B2ab(ii,iii)]",VU [C2(a)(i)],VU,Insufficient info,NA,NA,Austrostipa jacobsiana
Austrostipa metatoris,Austrostipa metatoris,Austrostipa metatoris,Vulnerable,NSW,66704,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Austrostipa metatoris
Austrostipa wakoolica,Austrostipa wakoolica,Austrostipa wakoolica,Endangered,NSW,66623,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Austrostipa wakoolica
Azorella macquariensis,Azorella macquariensis,Azorella macquariensis,Critically Endangered,MI,21846,1,"Macquarie Azorella, Macquarie Cushions",Plant,1,CR,1,NA,8/19/2010,YES,CR,CR,not eligible,not eligible,not eligible,NA,NA,Azorella macquariensis
Baeckea kandos,Baeckea kandos,Baeckea kandos,Endangered,NSW,64838,1,a shrub,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Baeckea kandos
Ballantinia antipoda,Ballantinia antipoda,Ballantinia antipoda,Endangered,"Vic, Tas (presumed extinct)",16173,1,Southern Shepherd's Purse,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Ballantinia antipoda
Baloghia marmorata,Baloghia marmorata,Baloghia marmorata,Vulnerable,"Qld, NSW",8463,1,"Marbled Balogia, Jointed Baloghia",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Baloghia marmorata
Baloskion longipes,Baloskion longipes,Baloskion longipes,Vulnerable,NSW,68511,1,Dense Cord-rush,Plant,1,VU,1,Restio longipes,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Baloskion longipes
Banksia anatona,Banksia anatona,Banksia anatona,Critically Endangered,WA,82758,1,Cactus Dryandra,Plant,1,CR,1,NA,5/14/2013,YES,not eligible,CR,EN,not eligible,not eligible,NA,NA,Banksia anatona
Banksia aurantia,Banksia aurantia,Banksia aurantia,Critically Endangered,WA,82763,1,Orange Dryandra,Plant,1,CR,1,NA,5/14/2013,YES,not eligible,CR,EN,not eligible,not eligible,NA,NA,Banksia aurantia
Banksia brownii,Banksia brownii,Banksia brownii,Critically Endangered,WA,8277,1,"Brown's Banksia, Feather-leaved Banksia",Plant,1,CR,1,NA,3/31/2023,YES,CR(A2ace+A3ce+A4ace),"EN(B1ab(I,ii,iii,iv,v)+B2ab(I,ii,iii,iv,v)",not eligible,not eligible,Insufficient info,NA,NA,Banksia brownii
Banksia catoglypta,Banksia catoglypta,Banksia catoglypta,Vulnerable,WA,85021,1,NA,Plant,1,VU,1,NA,5/11/2018,YES,not eligible,not eligible,not eligible,VU,Insufficient info,NA,NA,Banksia catoglypta
Banksia cuneata,Banksia cuneata,Banksia cuneata,Endangered,WA,9827,1,"Matchstick Banksia, Quairading Banksia",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia cuneata
Banksia fuscobractea,Banksia fuscobractea,Banksia fuscobractea,Critically Endangered,WA,83059,1,Dark-bract Banksia,Plant,1,CR,1,NA,12/1/2009,YES,EN,CR,CR,EN,not eligible,NA,NA,Banksia fuscobractea
Banksia goodii,Banksia goodii,Banksia goodii,Vulnerable,WA,16727,1,Good's Banksia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia goodii
Banksia ionthocarpa,Banksia ionthocarpa,Banksia ionthocarpa,Endangered,WA,82764,1,Kamballup Dryandra,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia ionthocarpa
Banksia mimica,Banksia mimica,Banksia mimica,Endangered,WA,82765,1,Summer Honeypot,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia mimica
Banksia montana,Banksia montana,Banksia montana,Critically Endangered,WA,82696,1,Stirling Range Dryandra,Plant,1,CR,1,NA,10/5/2022,YES,EN (A4ace),"CR (B1ab(i,ii,iii,iv,v)c(iv))",CR (C2a(i)b),EN (D1),Insufficient info,NA,NA,Banksia montana
Banksia nivea subsp. uliginosa,Banksia nivea subsp. uliginosa,Banksia nivea subsp. uliginosa,Endangered,WA,82766,0,Swamp Honeypot,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia nivea subsp. uliginosa
Banksia oligantha,Banksia oligantha,Banksia oligantha,Endangered,WA,20697,1,Wagin Banksia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia oligantha
Banksia pseudoplumosa,Banksia pseudoplumosa,Banksia pseudoplumosa,Endangered,WA,82760,1,False Plumed-Banksia,Plant,1,EN,1,NA,1/8/2009,YES,Insufficient info,EN,VU,not eligible,Insufficient info,NA,NA,Banksia pseudoplumosa
Banksia rufa subsp. pumila,Banksia rufa subsp. pumila,Banksia rufa subsp. pumila,Endangered,WA,85008,0,NA,Plant,1,EN,1,NA,5/11/2018,YES,not eligible,"EN [B1ab(ii,iii,iv,v)+B2ab(ii,iii,iv,v)]",not eligible,not eligible,Insufficient info,NA,NA,Banksia rufa subsp. pumila
Banksia serratuloides subsp. perissa,Banksia serratuloides subsp. perissa,Banksia serratuloides subsp. perissa,Critically Endangered,WA,82767,0,Northern Serrate Dryandra,Plant,1,CR,1,NA,5/14/2013,YES,not eligible,CR,VU,not eligible,not eligible,NA,NA,Banksia serratuloides subsp. perissa
Banksia serratuloides subsp. serratuloides,Banksia serratuloides subsp. serratuloides,Banksia serratuloides subsp. serratuloides,Vulnerable,WA,82768,0,Southern Serrate Dryandra,Plant,1,VU,1,Dryandra serratuloides subsp. serratuloides,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia serratuloides subsp. serratuloides
Banksia sphaerocarpa var. dolichostyla,Banksia sphaerocarpa var. dolichostyla,Banksia sphaerocarpa var. dolichostyla,Vulnerable,WA,10518,0,"Ironcaps Banksia, Ironcap Banksia",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia sphaerocarpa var. dolichostyla
Banksia squarrosa subsp. argillacea,Banksia squarrosa subsp. argillacea,Banksia squarrosa subsp. argillacea,Vulnerable,WA,82769,0,Whicher Range Dryandra,Plant,1,VU,1,Dryandra squarrosa subsp. argillacea,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia squarrosa subsp. argillacea
Banksia verticillata,Banksia verticillata,Banksia verticillata,Vulnerable,WA,8333,1,"Granite Banksia, Albany Banksia, River Banksia",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Banksia verticillata
Banksia vincentia,Banksia vincentia,Banksia vincentia,Critically Endangered,NSW,88276,1,NA,Plant,1,CR,1,NA,2/15/2018,YES,CR [A4b],CR [B1ab(iii) (v); B2ab(iii) (v)],"CR [C1, C2ai, ii]",CR,Insufficient info,NA,NA,Banksia vincentia
Barbarea australis,Barbarea australis,Barbarea australis,Endangered,Tas,12540,1,"Native Wintercress, Riverbed Wintercress",Plant,1,EN,1,NA,1/24/2014,YES,not eligible,EN,EN,VU,not eligible,NA,NA,Barbarea australis
Bertya calycina,Bertya calycina,Bertya calycina,Vulnerable,Qld,78344,1,a shrub,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Bertya calycina
Bertya ernestiana,Bertya ernestiana,Bertya ernestiana,Vulnerable,Qld,78349,1,a shrub,Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,"re-assessed in 2012, and status retained",NA,Bertya ernestiana
Bertya granitica,Bertya granitica,Bertya granitica,Endangered,Qld,78351,1,a shrub,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Bertya granitica
Bertya ingramii,Bertya ingramii,Bertya ingramii,Endangered,NSW,21383,1,a shrub,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Bertya ingramii
Bertya mollissima,Bertya mollissima,Bertya mollissima,Endangered,NSW,18382,1,NA,Plant,1,EN,1,NA,3/31/2023,YES,Insufficient info,EN(B2ab(i.ii.iii.iv)),EN(C2a(i)),VU,Insufficient info,NA,NA,Bertya mollissima
Bertya opponens,Bertya opponens,Bertya opponens,Vulnerable,"Qld, NSW",13792,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Bertya opponens
Bertya pinifolia,Bertya pinifolia,Bertya pinifolia,Vulnerable,Qld,8587,1,a shrub,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Bertya pinifolia
Bertya tasmanica subsp. tasmanica,Bertya tasmanica subsp. tasmanica,Bertya tasmanica subsp. tasmanica,Endangered,Tas,78359,0,Tasmanian Bertya,Plant,1,EN,1,NA,6/6/2005,YES,Insufficient info,EN,EN,VU,Insufficient info,NA,NA,Bertya tasmanica subsp. tasmanica
Bertya sp. Clouds Creek (M.Fatemi 4),Bertya sp. Clouds Creek (M.Fatemi 4),Bertya sp. Clouds Creek (M. Fatemi 4),Endangered,NSW,84675,1,NA,Plant,1,EN,1,NA,10/5/2022,YES,not eligible,"EN (B1ab(i,ii,iii,iv,v)+B2ab(i,ii,iii,iv,v))",EN (C1+C2a(i)),VU,Insufficient info,NA,NA,Bertya sp. Clouds Creek (M.Fatemi 4)
Beyeria lepidopetala,Beyeria lepidopetala,Beyeria lepidopetala,Endangered,WA,18362,1,"Small-petalled Beyeria, Short-petalled Beyeria",Plant,1,EN,1,NA,7/16/2000,YES,not eligible,not eligible,not eligible,EN,not eligible,reviewed 2009; no change in status but eligibility criteria used,NA,Beyeria lepidopetala
Beyeria subtecta,Beyeria subtecta,Beyeria subtecta,Vulnerable,SA,2076,1,Kangaroo Island Turpentine Bush,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Beyeria subtecta
Blechnum norfolkianum,Blechnum norfolkianum,Blechnum norfolkianum,Endangered,NI,65885,1,Norfolk Island Water-fern,Plant,1,EN,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,NA,NA,Blechnum norfolkianum
Pouzolzia australis,Pouzolzia australis,Boehmeria australis subsp. australis,Critically Endangered,"LHI, NI",83309,0,"Tree Nettle, Nettletree",Plant,1,CR,1,NA,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,NA,NA,Pouzolzia australis
Boronia adamsiana,Boronia adamsiana,Boronia adamsiana,Vulnerable,WA,16935,1,Barbalin Boronia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia adamsiana
Boronia capitata subsp. capitata,Boronia capitata subsp. capitata,Boronia capitata subsp. capitata,Endangered,WA,29156,0,a shrub,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia capitata subsp. capitata
Boronia clavata,Boronia clavata,Boronia clavata,Endangered,WA,5538,1,Bremer Boronia,Plant,1,EN,1,NA,1/8/2009,YES,Insufficient info,Insufficient info,EN,EN,Insufficient info,NA,NA,Boronia clavata
Boronia deanei,Boronia deanei,Boronia deanei,Vulnerable,NSW,8397,1,Deane's Boronia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia deanei
Boronia exilis,Boronia exilis,Boronia exilis,Endangered,WA,64844,1,Scott River Boronia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia exilis
Boronia galbraithiae,Boronia galbraithiae,Boronia galbraithiae,Vulnerable,Vic,56484,1,"Aniseed Boronia, Galbraith's Boronia",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia galbraithiae
Boronia granitica,Boronia granitica,Boronia granitica,Endangered,"Qld, NSW",18598,1,Granite Boronia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia granitica
Boronia gunnii,Boronia gunnii,Boronia gunnii,Vulnerable,Tas,29394,1,"Gunn's Boronia, Cataract Gorge Boronia",Plant,1,VU,1,NA,4/13/2005,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,NA,NA,Boronia gunnii
Boronia hemichiton,Boronia hemichiton,Boronia hemichiton,Vulnerable,Tas,78926,1,Mt Arthur Boronia,Plant,1,VU,1,NA,4/13/2005,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,NA,NA,Boronia hemichiton
Boronia hippopala,Boronia hippopala,Boronia hippopala,Vulnerable,Tas,78925,1,Velvet Boronia,Plant,1,VU,1,NA,4/13/2005,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,NA,NA,Boronia hippopala
Boronia inflexa subsp. torringtonensis,Boronia inflexa subsp. torringtonensis,Boronia inflexa torringtonensis,Critically Endangered,NSW,78597,0,NA,Plant,1,CR,1,NA,12/7/2021,YES,Insufficient info,CR [B1ab(iii)],Insufficient info,CR,Insufficient info,NA,NA,Boronia inflexa subsp. torringtonensis
Boronia keysii,Boronia keysii,Boronia keysii,Vulnerable,Qld,21632,1,Key's Boronia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia keysii
Boronia quadrilata,Boronia quadrilata,Boronia quadrilata,Vulnerable,NT,64846,1,a shrub,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia quadrilata
Boronia repanda,Boronia repanda,Boronia repanda,Endangered,"Qld, NSW",21315,1,"Repand Boronia, Border Boronia",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia repanda
Boronia revoluta,Boronia revoluta,Boronia revoluta,Endangered,WA,9167,1,Ironcap Boronia,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia revoluta
Boronia umbellata,Boronia umbellata,Boronia umbellata,Vulnerable,NSW,56301,1,Orara Boronia,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia umbellata
Boronia viridiflora,Boronia viridiflora,Boronia viridiflora,Vulnerable,NT,64851,1,a shrub,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Boronia viridiflora
