taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Gomphrena brachystylis,"clay, gravelly sand, skeletal soils, sandstone. granite outcrops, sandy rises, pindan floodplains, rocky hillsides.", clay gravelly sand skeletal soils sandstone granite outcrops sandy rises pindan floodplainss rocky hillsides ,,,,,,,,,hills rocky_outcrop,hills hillsides outcrops,floodplain,floodplains,,,granitic sandstone,granite sandstone,clay gravel soil_rocky sand skeletal,clay gravelly rocky sand sandy skeletal,,
Gomphrena canescens,"sandy, clayey or skeletal soils, laterite. woodland, rocky slopes, coastal dunes, disturbed areas.", sandyclayey or skeletal soils laterite woodland rockyslopes coastaldunes disturbed areas ,,,,,,,,,slopes_rocky,rockyslopes,sanddunes_coastal dunes_coastal disturbed woodland,coastaldunes coastaldunes disturbed woodland,,,lateritic,laterite,soil_rocky skeletal,rockys skeletal,,
Gomphrena celosioides,sandy or loamy soils. roadsides., sandy or loamy soils roadsidess ,,,,,,,,,,,roadside,roadsidess,,,,,loam sand,loamy sandy,,
Gomphrena cunninghamii,rocky soils., rockysoils ,,,,,,,,,,,,,,,,,soil_rocky,rockysoils rockys,,
Gomphrena diffusa,"sand, sandy loam, laterite. coastal areas, seasonally wet sites.", sand sandy loam laterite coastal areas seasonally wet sites ,,,,,,,wet,wet,coastal,coastal,,,,,lateritic,laterite,loam sand,loam sand sandy,,
Gomphrena flaccida,"sandy or loamy soils, laterite. rocky hills, plains.", sandy or loamy soils laterite rocky hills plainss ,,,,,,,,,hills plains,hills plainss,plains,plains,,,lateritic,laterite,loam soil_rocky sand,loamy rocky sandy,,
Gomphrena leptoclada,"skeletal sandy soils, red clay, brown loam, sand. sandstone & granite outcrops or scarps, limestone hills, dry river beds & banks.", skeletal sandy soils redclay brown loam sand sandstone  granite outcrops or scarps limestone hills dry river beds  banks ,,,,,,,dry,dry,hills rocky_outcrop,hills outcrops,streams,river,brown,brown,granitic limestone sandstone,granite limestone sandstone,clay_red loam sand skeletal,redclay loam sand sandy skeletal,,
Gomphrena parviflora,"sandy loam, lateritic sandy soil. undulating to flat country, roadsides, granite areas.", sandy loam lateritic sandy soil undulating to flatcountry roadsidess granite areas ,,,,,,,,,plains undulating,flatcountry undulating,roadside,roadsidess,,,granitic lateritic,granite lateritic,loam sand,loam sandy,,
Gomphrena pusilla,"fine beach sand. behind foredune, on limestone.", fine beach sand behind foredune on limestone ,,,,,,,,,,,beach,beach,,,limestone,limestone,sand,sand,,
Gomphrena tenella,"sandy soils, black soil plains. coastal dunes, around claypans & lagoons, in grasslands.", sandy soils black soil plainss coastaldunes around claypans  lagoons in grasslands ,,,,,,,,,plains,plainss,sanddunes_coastal dunes_coastal claypan grassland lagoons plains,coastaldunes coastaldunes claypans grasslands lagoons plains,black,black,,,claypan sand,claypans claypans sandy,,
Hemichroa diandra,"sand, saline soils. salt lakes, coastal salt flats.", sand saline soils saltlakes coastal salt flats ,,,,,,,,,coastal flats,coastal flats,lakes_salt,saltlakes,,,saline,saline salt,sand,sand,,
Hemichroa pentandra,"sand. salt lakes, coastal salt flats.", sand saltlakes coastal salt flats ,,,,,,,,,coastal flats,coastal flats,lakes_salt,saltlakes,,,saline,salt,sand,sand,,
Ptilotus aervoides,"often on stony, red sandy loam. common in open plains.", often on stony redsandy loam common in open plainss ,,,,,common,common,,,plains,plainss,plains,plains,red,reds,,,loam stony,loam stony,,
Ptilotus albidus,"stony soils, sometimes saline. breakaways, clay plains.", stonysoils sometimes saline breakaways clay plainss ,,,,,,,,,breakaways plains,breakaways plainss,plains,plains,,,saline,saline,soil_rocky clay stony,stonysoils clay stonys,,
Ptilotus alexandri,red-white sand. dunes., redwhite sanddunes ,,,,,,,,,,,sanddunes,sanddunes,,,,,,,,
Ptilotus aphyllus,red sandy soils. dunes., redsandy soils dunes ,,,,,,,,,,,sanddunes,dunes,red,reds,,,,,,
Ptilotus appendiculatus,,,,,,,,,,,,,,,,,,,,,,
Ptilotus arthrolasius,"red sand, pebbly red loam. sandplains & sand dunes.", redsand pebbly red loam sandplainss  sanddunes ,,,,,,,,,,,sanddunes sandplain,sanddunes sandplains,red,reds,,,sand_red loam,redsand loam,,
Ptilotus astrolasius,,,,,,,,,,,,,,,,,,,,,,
Ptilotus auriculifolius,"red sandy soils. rocky hills, stony undulating plains.", redsandy soils rocky hills stony undulating plainss ,,,,,,,,,hills plains undulating,hills plainss undulating,plains,plains,red,reds,,,soil_rocky stony,rocky stony,,
Ptilotus axillaris,"red sand. stony hills, plains, sand dunes.", redsand stony hills plainss sanddunes ,,,,,,,,,hills plains,hills plainss,sanddunes plains,sanddunes plains,red,reds,,,sand_red stony,redsand stony,,
Ptilotus beardii,"clayey soils. saline flats, low breakaways.", clayey soils saline flats low breakaways ,,,,,,,,,breakaways flats,breakaways flats,,,,,saline,saline,clay,clayey,,
Ptilotus blackii,,,,,,,,,,,,,,,,,,,,,,
Ptilotus brachyanthus,,,,,,,,,,,,,,,,,,,,,,
Ptilotus caespitulosus,sandy clay. around salt lakes., sandyclay around saltlakes ,,,,,,,,,,,lakes_salt,saltlakes,,,,,clay_sandy,sandyclay,,
Ptilotus calostachyus,"red sand, stony sand. variety of habitats.", redsand stony sand varietyofhabitats ,,,,,,,,,,,various,varietyofhabitats,red,reds,,,sand_red sand stony,redsand sand stony,,
Ptilotus capitatus,sandy & clayey soils. rocky situations., sandy  clayey soils rocky situations ,,,,,,,,,,,,,,,,,clay soil_rocky sand,clayey rocky sandy,,
Ptilotus carinatus,"stony clay, alluvium. floodplains, clay flats.", stony clay alluvium floodplainss clay flats ,,,,,,,,,flats,flats,floodplain,floodplains,,,alluvial,alluvium,clay stony,clay stony,,
Ptilotus carlsonii,"clay, loam. plains.", clay loam plainss ,,,,,,,,,plains,plainss,plains,plains,,,,,clay loam,clay loam,,
Ptilotus chamaecladus,"clay, loam, alluvium. floodplains, creek beds, claypans.", clay loam alluvium floodplainss creek beds claypans ,,,,,,,,,,,claypan streams floodplain,claypans creek floodplains,,,alluvial,alluvium,claypan clay loam,claypans clay claypans loam,,
Ptilotus chippendalei,red loam. open mulga woodlands., red loam open mulga woodlands ,,,,,,,,,,,woodland_acacia woodland,mulga woodlands,red,red,,,loam,loam,,
Ptilotus chortophytum,"gravel. rocky hills, shale scree slopes.", gravel rocky hills shale scree slopes ,,,,,,,,,hills rocky slopes,hills scree slopes,rocky,scree,,,shale,shale,gravel soil_rocky,gravel rocky,,
Ptilotus clementii,"sand, stony clay, laterite. rocky hills, limestone ridges, undulating plains.", sand stony clay laterite rocky hills limestone ridges undulating plainss ,,,,,,,,,hills plains ridges undulating,hills plainss ridges undulating,plains,plains,,,lateritic limestone,laterite limestone,clay soil_rocky sand stony,clay rocky sand stony,,
Ptilotus conicus,"laterite, sand, clay. rocky sandstone outcrops, coastal areas, plateaus.", laterite sand clay rocky sandstone outcrops coastal areas plateaus ,,,,,,,,,coastal rocky_outcrop plateaus,coastal outcrops plateaus,,,,,lateritic sandstone,laterite sandstone,clay soil_rocky sand,clay rocky sand,,
Ptilotus corymbosus,"rocky loam, sandy and clayey soils. low ridges.", rocky loam sandy and clayey soils low ridges ,,,,,,,,,ridges,ridges,,,,,,,clay loam soil_rocky sand,clayey loam rocky sandy,,
Ptilotus decalvatus,"sandy soils, alluvium, sandstone. in gullies.", sandy soils alluvium sandstone in gullies ,,,,,,,,,gullies,gullies,,,,,alluvial sandstone,alluvium sandstone,sand,sands sandy,,
Ptilotus decipiens,,,,,,,,,,,,,,,,,,,,,,
Ptilotus declinatus,,,,,,,,,,,,,,,,,,,,,,
Ptilotus divaricatus,"sandy soils, laterite.", sandy soils laterite ,,,,,,,,,,,,,,,lateritic,laterite,sand,sandy,,
Ptilotus drummondii,"sand, clay, loam, gravel. low ridges, undulating plains, river slopes.", sand clay loam gravel low ridges undulating plainss river slopes ,,,,,,,,,plains ridges slopes undulating,plainss ridges slopes undulating,plains streams,plains river,,,,,clay gravel loam sand,clay gravel loam sand,,
Ptilotus eriotrichus,"red sand, clay.", redsand clay ,,,,,,,,,,,,,red,reds,,,sand_red clay,redsand clay,,
Ptilotus esquamatus,sandy clay., sandyclay ,,,,,,,,,,,,,,,,,clay_sandy,sandyclay,,
Ptilotus exaltatus,"clay, loam. variety of habitats.", clay loam varietyofhabitats ,,,,,,,,,,,various,varietyofhabitats,,,,,clay loam,clay loam,,
Ptilotus fasciculatus,,,,,,,,,,,,,,,,,,,,,,
Ptilotus fraseri,,,,,,,,,,,,,,,,,,,,,,
Ptilotus fusiformis,"sand, clay, stony soils.", sand clay stonysoils ,,,,,,,,,,,,,,,,,soil_rocky clay sand stony,stonysoils clay sand stonys,,
Ptilotus gardneri,limestone. outcrops & plateaus., limestone outcrops  plateaus ,,,,,,,,,rocky_outcrop plateaus,outcrops plateaus,,,,,limestone,limestone,,,,
Ptilotus gaudichaudii,"sand, loam, clay.", sand loam clay ,,,,,,,,,,,,,,,,,clay loam sand,clay loam sand,,
Ptilotus gomphrenoides,"sand, loam, clay, laterite.", sand loam clay laterite ,,,,,,,,,,,,,,,lateritic,laterite,clay loam sand,clay loam sand,,
Ptilotus grandiflorus,"red loam, sand, clayey sand, sandstone, limestone. river banks, tops of gorges.", red loam sand clayey sand sandstone limestone riverbanks tops of gorges ,,,,,,,,,gorges,gorges,streambanks,riverbanks riverbanks,red,red,limestone sandstone,limestone sandstone,clay loam sand,clayey loam sand,,
Ptilotus helichrysoides,,,,,,,,,,,,,,,,,,,,,,
Ptilotus helipteroides,"red stony sand, sandy loam. stony flats.", red stony sand sandy loam stony flats ,,,,,,,,,flats,flats,,,red,red,,,loam sand stony,loam sand sandy stony,,
Ptilotus holosericeus,clay to sandy clays. open woodland., clay to sandyclays openwoodland ,,,,,,,,,,,woodland_open,openwoodland openwoodland,,,,,clay clay_sandy,clay sandyclays,,
Ptilotus humilis,"sandy soils, often over granite.", sandy soils often over granite ,,,,,,,,,,,,,,,granitic,granite,sand,sandy,,
Ptilotus incanus,"sandy soils. rocky outcrops, sandstone screes, hills.", sandy soils rocky outcrops sandstone screes hills ,,,,,,,,,hills rocky_outcrop rocky,hills outcrops screes,rocky,screes screes,,,sandstone,sandstone,soil_rocky sand,rocky sands sandy,,
Ptilotus johnstonianus,skeletal soils., skeletal soils ,,,,,,,,,,,,,,,,,skeletal,skeletal,,
Ptilotus kenneallyanus,sandy soils. stony hills., sandy soils stony hills ,,,,,,,,,hills,hills,,,,,,,sand stony,sandy stony,,
Ptilotus lanatus,sandy soils. sand dunes., sandy soils sanddunes ,,,,,,,,,,,sanddunes,sanddunes,,,,,sand,sandy,,
Ptilotus latifolius,"sand dunes, stony plains.", sanddunes stony plainss ,,,,,,,,,plains,plainss,sanddunes plains,sanddunes plains,,,,,stony,stony,,
Ptilotus lazaridis,clay loam. floodplains., clay loam floodplainss ,,,,,,,,,,,floodplain,floodplains,,,,,clay loam,clay loam,,
Ptilotus leucocoma,sand. undulating plain., sand undulating plains ,,,,,,,,,plains undulating,plains undulating,plains,plains,,,,,sand,sand,,
Ptilotus macrocephalus,loamy & clayey soils. periodically flooded areas., loamy  clayey soils periodically flooded areas ,,,,,,,,,,,,,,,,,clay loam,clayey loamy,,
Ptilotus manglesii,often on sandy gravelly soils., often on sandy gravelly soils ,,,,,,,,,,,,,,,,,gravel sand,gravelly sandy,,
Ptilotus marduguru,rocky slopes of sandstone hills & gorge., rockyslopes of sandstone hills  gorge ,,,,,,,,,slopes_rocky hills,rockyslopes hills,,,,,sandstone,sandstone,soil_rocky sand,rockys sands,,
Ptilotus mollis,,,,,,,,,,,,,,,,,,,,,,
Ptilotus murrayi,"clay. river banks, mud flats.", clay riverbanks mud flats ,,,,,,,damp,mud,flats,flats,streambanks mud,riverbanks mud riverbanks,,,,,clay,clay,,
Ptilotus nobilis,rocky sandy soils., rocky sandy soils ,,,,,,,,,,,,,,,,,soil_rocky sand,rocky sandy,,
Ptilotus obovatus,"variety of soils, red sand. gravelly hills.", varietyofsoils redsand gravelly hills ,,,,,,,,,hills,hills,,,red,reds,,,sand_red various gravel,redsand varietyofsoils gravelly,,
Ptilotus parvifolius,,,,,,,,,,,,,,,,,,,,,,
Ptilotus petiolatus,"alluvial clays, sandy loams, red clayey sand. near salt lakes, flood plains, levee plains, waterholes.", alluvial clays sandy loams redclayey sand near saltlakes flood plainss levee plainss waterholes ,,,,,,,,,plains,plainss,lakes_salt plains waterholes,saltlakes plains waterholes,,,alluvial,alluvial,clay loam sand,clays loams sand sandy,,
Ptilotus polakii,"sandy & clayey, sometimes stony soils.", sandy  clayey sometimes stonysoils ,,,,,,,,,,,,,,,,,soil_rocky clay sand stony,stonysoils clayey sandy stonys,,
Ptilotus polystachyus,"red soils, sand, sandstone. stony hills, plateaus.", red soils sand sandstone stony hills plateaus ,,,,,,,,,hills plateaus,hills plateaus,,,red,red,sandstone,sandstone,sand stony,sand stony,,
Ptilotus procumbens,red clay., redclay ,,,,,,,,,,,,,,,,,clay_red,redclay,,
Ptilotus pyramidatus,,,,,,,,,,,,,,,,,,,,,,
Ptilotus roei,stony clay or loam., stony clay or loam ,,,,,,,,,,,,,,,,,clay loam stony,clay loam stony,,
Ptilotus rotundifolius,stony soils. rocky hills & rises., stonysoils rocky hills  rises ,,,,,,,,,hills,hills,,,,,,,soil_rocky stony,stonysoils rocky stonys,,
Ptilotus royceanus,,,,,,,,,,,,,,,,,,,,,,
Ptilotus schwartzii,"sand or sandy clay. sandplains, near streams.", sand or sandyclay sandplainss nearstreams ,,,,,,,,,streams,nearstreams,streambanks sandplain,nearstreams sandplains,,,,,sand clay_sandy,sand sandyclay,,
Ptilotus seminudus,brown sandy clay or calcareous clay loams., brown sandyclay or calcareous clay loams ,,,,,,,,,,,,,brown,brown,calcareous,calcareous,clay loam clay_sandy,clay loams sandyclay,,
Ptilotus sericostachyus,"sandy soils, gravel, limestone.", sandy soils gravel limestone ,,,,,,,,,,,,,,,limestone,limestone,gravel sand,gravel sandy,,
Ptilotus spathulatus,"clay loam, sand, granite, laterite.", clay loam sand granite laterite ,,,,,,,,,,,,,,,granitic lateritic,granite laterite,clay loam sand,clay loam sand,,
Ptilotus spicatus,"clay, sandstone.", clay sandstone ,,,,,,,,,,,,,,,sandstone,sandstone,clay sand,clay sands,,
Ptilotus stipitatus,sandy soils. sand dunes., sandy soils sanddunes ,,,,,,,,,,,sanddunes,sanddunes,,,,,sand,sandy,,
Ptilotus stirlingii,"sand, sandy clay. sandplains, coastal dunes,.", sand sandyclay sandplainss coastaldunes ,,,,,,,,,,,sanddunes_coastal dunes_coastal sandplain,coastaldunes coastaldunes sandplains,,,,,sand clay_sandy,sand sandyclay,,
Ptilotus symonii,"sandy soils. limestone plains, floodplains, low rocky rises.", sandy soils limestone plainss floodplainss low rocky rises ,,,,,,,,,plains,plainss,floodplain plains,floodplains plains,,,limestone,limestone,soil_rocky sand,rocky sandy,,
Ptilotus tetrandrus,loamy sand., loamysand ,,,,,,,,,,,,,,,,,sand_loamy loam,loamysand loamys,,
Ptilotus villosiflorus,sand. coastal dunes & beaches., sand coastaldunes  beaches ,,,,,,,,,,,sanddunes_coastal dunes_coastal beach,coastaldunes coastaldunes beaches,,,,,sand,sand,,
Ptilotus wilsonii,stony gravelly soils. rocky hills., stony gravelly soils rocky hills ,,,,,,,,,hills,hills,,,,,,,gravel soil_rocky stony,gravelly rocky stony,,
Pupalia lappacea,"coastal areas, vinethickets.", coastal areas vinethickets ,,,,,,,,,coastal,coastal,vine_thicket,vinethickets,,,,,,,,
Boerhavia burbidgeana,"sand, sandy clay, alluvium.", sand sandyclay alluvium ,,,,,,,,,,,,,,,alluvial,alluvium,sand clay_sandy,sand sandyclay,,
Boerhavia coccinea,"sandy soils, clay, alluvium.", sandy soils clay alluvium ,,,,,,,,,,,,,,,alluvial,alluvium,clay sand,clay sandy,,
Boerhavia dominii,"sand, loam, sandstone. coastal or riverine areas.", sand loam sandstone coastal or riverine areas ,,,,,,,,,coastal,coastal,,,,,sandstone,sandstone,loam sand,loam sand,,
Boerhavia gardneri,"sand, clay, often stony soils. coastal sand dunes, sandstone rocks.", sand clay often stonysoils coastal sanddunes sandstone rocks ,,,,,,,,,coastal,coastal,sanddunes,sanddunes,,,sandstone,sandstone,soil_rocky clay sand stony,stonysoils clay sand stonys,,
Boerhavia paludosa,"clay, sand or limestone. rocky hills or seasonally flooded areas.", clay sand or limestone rocky hills or seasonally flooded areas ,,,,,,,,,hills,hills,,,,,limestone,limestone,clay soil_rocky sand,clay rocky sand,,
Boerhavia repleta,"loam, clay loam, alluvium. floodplains.", loam clay loam alluvium floodplainss ,,,,,,,,,,,floodplain,floodplains,,,alluvial,alluvium,clay loam,clay loam,,
Boerhavia schomburgkiana,"red sand, clay. floodplains, plains.", redsand clay floodplainss plainss ,,,,,,,,,plains,plainss,floodplain plains,floodplains plains,red,reds,,,sand_red clay,redsand clay,,
Commicarpus australis,"red or brown/pink sand, alluvium, clay, limestone. sand dunes, mangrove swamps.", red or brownpink sand alluvium clay limestone sanddunes mangrove swamps ,,,,,,,wet,swamps,,,sanddunes mangroves swamp,sanddunes mangrove swamps,red,red,alluvial limestone,alluvium limestone,clay sand,clay sand,,
Pisonia aculeata,"laterite & red loam, sandstone. scree slopes, vinethicket.", laterite  red loam sandstone scree slopes vinethicket ,,,,,,,,,rocky slopes,scree slopes,vine_thicket rocky,vinethicket scree,red,red,lateritic sandstone,laterite sandstone,loam sand,loam sands,,
Codonocarpus cotinifolius,"red sand, loam or gravel. plains, sand dunes, hills.", redsand loam or gravel plainss sanddunes hills ,,,,,,,,,hills plains,hills plainss,sanddunes plains,sanddunes plains,red,reds,,,sand_red gravel loam,redsand gravel loam,,
