Species name adjusted,Species name,Common name,Group,EPBC Act status,IUCN threat level 1,IUCN threat level 1 description,IUCN threat level 2 (or finest level available),IUCN threat level 2 description (or finest level available),IUCN threat level 3 (or finest level available),IUCN threat level 3 description (or finest level available),Broad level threat,Sub category threat,Timing,Scope,Severity,Timing score,"Sum of timing, scope, severity",Impact score,Expert threat notes
Prasophyllum milfordense,Prasophyllum milfordense,Milford leek-orchid,Plants,CR,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.2,Suppression in fire frequency/intensity,Adverse fire regimes,Suppression in fire frequency/intensity,Short term,3,1,1,5,Low,Ecological burns implemented since 2009
Prasophyllum pruinosum,Prasophyllum pruinosum,Plum leek-orchid,Plants,EN,6,Human intrusions and disturbance,6.1,Recreational activities,6.1,Recreational activities,Overexploitation and other direct harm from human activities,Human intrusion,Ongoing,1,1,3,5,Low,Recreational activities
Prasophyllum pulchellum,Prasophyllum pulchellum,Pretty leek-orchid,Plants,CR,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Short term,2,2,1,5,Low,Potential habitat loss -urban
Prasophyllum pulchellum,Prasophyllum pulchellum,Pretty leek-orchid,Plants,CR,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Short term,2,2,1,5,Low,Potential habitat loss and modification -agricultural
Prasophyllum validum,Prasophyllum validum,Sturdy leek-orchid,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (kangaroo),Disrupted ecosystem and population processes,Problematic native species,Ongoing,2,0,3,5,Low,Kangaroo grazing
Pristis clavata,Pristis clavata,"Dwarf sawfish, queensland sawfish",Fish,VU,7,Natural system modifications,7.2,Dams and water management/use,7.2,Dams and water management/use,Changed surface and groundwater regimes,Dams and altered flow regimes,Short term,2,2,1,5,Low,Changes to hydrological regimes of the important habitat within rivers
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,7,Natural system modifications,7.2,Dams and water management/use,7.2.11,Dams (unknown size),Changed surface and groundwater regimes,Dams and altered flow regimes,Short term,2,2,1,5,Low,Changes to hydrological regimes of the important habitat within rivers
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,7,Natural system modifications,7.2,Dams and water management/use,7.2.3,Abstraction of Surface Water (agricultural use),Changed surface and groundwater regimes,Alteration to surface water flows and infiltration,Ongoing,1,1,3,5,Low,NA
Pristis zijsron,Pristis zijsron,"Green sawfish, dindagubba, narrowsnout sawfish",Fish,VU,7,Natural system modifications,7.2,Dams and water management/use,7.2,Dams and water management/use,Changed surface and groundwater regimes,Dams and altered flow regimes,Short term,2,2,1,5,Low,Changes to hydrological regimes of the important habitat within rivers
Probosciger aterrimus macgillivrayi,Probosciger aterrimus macgillivrayi,Australian palm cockatoo,Birds,VU,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (sulphur-crested cockatoo),Disrupted ecosystem and population processes,Problematic native species,Ongoing,1,1,3,5,Low,Sulphur-crested cockatoo cacatua galerita
Probosciger aterrimus macgillivrayi,Probosciger aterrimus macgillivrayi,Australian palm cockatoo,Birds,VU,11,Climate change and severe weather,11.4,Storms and flooding,11.4,Storms and flooding,Climate change and severe weather,Storms and flooding,Long term,3,1,1,5,Low,Storms and flooding -stronger cyclones/storms- relating to 11 4 and any increase in cyclones or major changes in rainfall due to climate change potentially serious due to disruption of fruiting trees and impact on reproductive success
Prostanthera albohirta,Prostanthera albohirta,NA,Plants,CR,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.2,Suppression in fire frequency/intensity,Adverse fire regimes,Suppression in fire frequency/intensity,Short term,3,1,1,5,Low,Requires fire; lit up deliberately or accidentally every 4-6 years and this 'unconcious conservation' is what is needed; no decline over past 3 years but need to better underst and fire requirements
Prostanthera eurybioides,Prostanthera eurybioides,Monarto mintbush,Plants,EN,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,1,1,3,5,Low,Livestock farming and ranching
Prostanthera galbraithiae,Prostanthera galbraithiae,NA,Plants,VU,9,Pollution,9.3,Agricultural and forestry effluents,9.3.3,Herbicides and pesticides,Pollution,Herbicides and pesticides,Ongoing,1,1,3,5,Low,Observed to be damaging some plants
Prototroctes maraena,Prototroctes maraena,Australian grayling,Fish,VU,11,Climate change and severe weather,11.3,Temperature extremes,11.3,Temperature extremes,Climate change and severe weather,Temperature extremes,Ongoing,1,1,3,5,Low,Diadromous lifecycle
Prototroctes maraena,Prototroctes maraena,Australian grayling,Fish,VU,7,Natural system modifications,7.3,Other ecosystem modifications,7.3,Other ecosystem modifications,"Habitat loss, fragmentation and degradation",Other natural system modifications,Short term,2,2,1,5,Low,Diadromous lifecycle
Prototroctes maraena,Prototroctes maraena,Australian grayling,Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.4,Unintentional effects: Large scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,2,0,3,5,Low,Unintentional effects: -large scale
Pseudococcus markharveyi,Pseudococcus markharveyi,Banksia montana mealybug,Invertebrates,CR,11,Climate change and severe weather,11,Climate change and severe weather,11,Climate change and severe weather,Climate change and severe weather,Climate change and severe weather-Unspecified,Long term,3,1,1,5,Low,Climate change and severe weather
Pseudomugil mellis,Pseudomugil mellis,Honey blue-eye,Fish,VU,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Ongoing,0,2,3,5,Low,Housing and urban areas
Pseudomys fieldi,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,0,2,3,5,Low,Cats
Pseudomys fieldi,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (foxes),Invasive species and diseases,Invasive predator,Ongoing,0,2,3,5,Low,Foxes
Pseudomys fieldi,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (rats),Invasive species and diseases,Invasive rodent,Ongoing,0,2,3,5,Low,Predation by black rats
Pseudophryne corroboree,Pseudophryne corroboree,Southern corroboree frog,Frogs,CR,6,Human intrusions and disturbance,6,Human intrusions and disturbance,6,Human intrusions and disturbance,Overexploitation and other direct harm from human activities,Human intrusion,Short term,2,2,1,5,Low,Direct human impacts
Pseudophryne pengilleyi,Pseudophryne pengilleyi,Northern corroboree frog,Frogs,CR,6,Human intrusions and disturbance,6,Human intrusions and disturbance,6,Human intrusions and disturbance,Overexploitation and other direct harm from human activities,Human intrusion,Short term,2,2,1,5,Low,Direct human impacts
Pterostylis arenicola,Pterostylis arenicola,Sandhill greenhood orchid,Plants,VU,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,1,1,3,5,Low,Livestock farming and ranching
Pterostylis arenicola,Pterostylis arenicola,Sandhill greenhood orchid,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.1,Unspecified species (native browsers),Disrupted ecosystem and population processes,Problematic native species,Ongoing,1,1,3,5,Low,Macropods
Pterostylis cheraphila,Pterostylis cheraphila,Floodplain rustyhood,Plants,VU,6,Human intrusions and disturbance,6.1,Recreational activities,6.1,Recreational activities,Overexploitation and other direct harm from human activities,Human intrusion,Ongoing,1,1,3,5,Low,Recreational activities
Pterostylis cheraphila,Pterostylis cheraphila,Floodplain rustyhood,Plants,VU,4,Transportation and service corridors,4.1,Roads and railroads,4.1,Roads and railroads,"Habitat loss, fragmentation and degradation",Transportation and service corridors,Ongoing,1,1,3,5,Low,Roads and railroads
Pterostylis cucullata,Pterostylis cucullata,Leafy greenhood,Plants,VU,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,1,1,3,5,Low,Livestock farming and ranching
Pterostylis despectans,Pterostylis despectans,Lowly greenhood,Plants,EN,11,Climate change and severe weather,11.3,Temperature extremes,11.3,Temperature extremes,Climate change and severe weather,Temperature extremes,Ongoing,1,1,3,5,Low,Extreme frosts seem to be driving recent declines in sa
Pterostylis gibbosa,Pterostylis gibbosa,"Illawarra greenhood, rufa greenhood, pouched greenhood",Plants,EN,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Short term,2,2,1,5,Low,Housing and urban areas
Pterostylis pulchella,Pterostylis pulchella,Pretty greenhood,Plants,VU,5,Biological resource use,5.1,Hunting and collecting terrestrial animals,5.1.1,Intentional use (species being assessed is the target),Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,1,1,3,5,Low,No data on effect of poaching; often in inaccessible habitats
Pterostylis tenuissima,Pterostylis tenuissima,"Swamp greenhood, dainty swamp orchid",Plants,VU,7,Natural system modifications,7.2,Dams and water management/use,7.2,Dams and water management/use,Changed surface and groundwater regimes,Dams and altered flow regimes,Ongoing,1,1,3,5,Low,Dams and water management/use
Pterostylis vernalis,Pterostylis vernalis,Halbury rustyhood,Plants,CR,4,Transportation and service corridors,4.1,Roads and railroads,4.1,Roads and railroads,"Habitat loss, fragmentation and degradation",Transportation and service corridors,Ongoing,1,1,3,5,Low,Roads and railroads
Pterostylis vernalis,Pterostylis vernalis,Halbury rustyhood,Plants,CR,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Short term,2,2,1,5,Low,Housing and urban areas
Pterostylis vernalis,Pterostylis vernalis,Halbury rustyhood,Plants,CR,7,Natural system modifications,7.2,Dams and water management/use,7.2,Dams and water management/use,Changed surface and groundwater regimes,Dams and altered flow regimes,Short term,2,2,1,5,Low,Dams and water management/use
Pultenaea pauciflora,Pultenaea pauciflora,Narrogin pea,Plants,VU,4,Transportation and service corridors,4.1,Roads and railroads,4.1,Roads and railroads,"Habitat loss, fragmentation and degradation",Transportation and service corridors,Ongoing,1,1,3,5,Low,Roads and railroads
Pultenaea trichophylla,Pultenaea trichophylla,Tufted bush-pea,Plants,EN,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,1,1,3,5,Low,Livestock farming and ranching
Pultenaea williamsoniana,Pultenaea williamsoniana,NA,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,1,1,3,5,Low,Unspecified weeds
Randia moorei,Randia moorei,Spiny gardenia,Plants,EN,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Ongoing,1,1,3,5,Low,Housing and urban areas
Randia moorei,Randia moorei,Spiny gardenia,Plants,EN,4,Transportation and service corridors,4.1,Roads and railroads,4.1,Roads and railroads,"Habitat loss, fragmentation and degradation",Transportation and service corridors,Ongoing,1,1,3,5,Low,Roads and railroads
Ranunculus prasinus,Ranunculus prasinus,"Midlands buttercup, tunbridge buttercup",Plants,EN,7,Natural system modifications,7.2,Dams and water management/use,7.2,Dams and water management/use,Changed surface and groundwater regimes,Dams and altered flow regimes,Short term,3,1,1,5,Low,Changed hydrology
Reedia spathacea,Reedia spathacea,Reedia,Plants,CR,11,Climate change and severe weather,11.2,Droughts,11.2,Droughts,Climate change and severe weather,Increased frequency/severity of droughts,Short term,3,1,1,5,Low,Decreasing rainfall trend under climate change scenarios means peat will burn more regularly and hotter
Rhagodia acicularis,Rhagodia acicularis,NA,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,1,1,3,5,Low,Weeds concentated mostly in small areas
Rhaphidospora bonneyana,Rhaphidospora bonneyana,NA,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (wallaroos),Disrupted ecosystem and population processes,Problematic native species,Ongoing,2,0,3,5,Low,Wallaroos - heavy grazing but not causing major ongoing declines
Rhincodon typus,Rhincodon typus,NA,Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.1,Intentional use: subsistence/small scale (species being assessed is the target) [harvest],Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,1,1,3,5,Low,Use is outside of australia
Rhinonicteris aurantia (pilbara form),Rhinonicteris aurantia (pilbara form),Pilbara leaf-nosed bat,Mammals,VU,6,Human intrusions and disturbance,6,Human intrusions and disturbance,6,Human intrusions and disturbance,Overexploitation and other direct harm from human activities,Human intrusion,Ongoing,0,2,3,5,Low,Disturbance at colonies
